Metabolite,SMILES,Pathway Name,Pathway,Biosynthesis of alkaloids derived from histidine and purine,"Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid",Biosynthesis of alkaloids derived from shikimate pathway,Biosynthesis of phenylpropanoids,Biosynthesis of plant hormones,Biosynthesis of type II polyketide backbone,Brassinosteroid biosynthesis,Caffeine metabolism,Carotenoid biosynthesis,Diterpenoid biosynthesis,Flavone and flavonol biosynthesis,Flavonoid biosynthesis,Indole alkaloid biosynthesis,Isoflavonoid biosynthesis,Isoquinoline alkaloid biosynthesis,Monoterpenoid biosynthesis,Phenylpropanoid biosynthesis,Porphyrin metabolism,Steroid biosynthesis,Terpenoid backbone biosynthesis,"Tropane, piperidine and pyridine alkaloid biosynthesis",Zeatin biosynthesis
C00853,C/C1=C2/N([Co])C([C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)OP(=O)(O)O[C@H]2[C@@H](O)[C@@H](n3cnc4cc(C)c(C)cc43)O[C@@H]2CO)[C@]2(C)N=C(/C(C)=C3\N=C(/C=C4\N=C1[C@@H](CCC(N)=O)C4(C)C)[C@@H](CCC(N)=O)[C@]3(C)CC(N)=O)[C@@H](CCC(N)=O)[C@]2(C)CC(N)=O,['Porphyrin metabolism'],['map00860'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
C00858,COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1,"['Isoflavonoid biosynthesis', 'Biosynthesis of phenylpropanoids']","['map00943', 'map01061']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
C00859,C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@@]12CC[C@H](O)[C@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O,"['Diterpenoid biosynthesis', 'Biosynthesis of plant hormones']","['map00904', 'map01070']",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
C00885,C=C(O[C@H]1C=CC=C(C(=O)O)[C@@H]1O)C(=O)O,"['Biosynthesis of phenylpropanoids', 'Biosynthesis of plant hormones']","['map01061', 'map01070']",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C00903,O=C/C=C/c1ccccc1,['Phenylpropanoid biosynthesis'],['map00940'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C00931,NCc1[nH]cc(CCC(=O)O)c1CC(=O)O,['Porphyrin metabolism'],['map00860'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
C00933,COc1cc(/C=C/C(=O)OCC[N+](C)(C)C)cc(OC)c1O,['Phenylpropanoid biosynthesis'],['map00940'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C00954,O=C(O)Cc1c[nH]c2ccccc12,['Biosynthesis of plant hormones'],['map01070'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C00964,C=C(C)[C@@H]1CC=C(C)[C@@H](O)C1,['Monoterpenoid biosynthesis'],['map00902'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C00974,O=C1c2c(O)cc(O)cc2O[C@H](c2ccc(O)cc2)[C@H]1O,"['Flavonoid biosynthesis', 'Biosynthesis of phenylpropanoids']","['map00941', 'map01061']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
C00979,CC(=O)OC[C@H](N)C(=O)O,['Zeatin biosynthesis'],['map00908'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C00992,C/C1=C2/N([Co+]O)C([C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)OP(=O)(O)O[C@H]2[C@@H](O)[C@@H](n3cnc4cc(C)c(C)cc43)O[C@@H]2CO)[C@]2(C)N=C(/C(C)=C3\N=C(/C=C4\N=C1[C@@H](CCC(N)=O)C4(C)C)[C@@H](CCC(N)=O)[C@]3(C)CC(N)=O)[C@@H](CCC(N)=O)[C@]2(C)CC(N)=O,['Porphyrin metabolism'],['map00860'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
C01004,C[n+]1cccc(C(=O)[O-])c1,"['Tropane, piperidine and pyridine alkaloid biosynthesis']",['map00960'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
C01024,O=C(O)CCc1c[nH]c(Cc2[nH]c(Cc3[nH]c(Cc4[nH]c(CO)c(CC(=O)O)c4CCC(=O)O)c(CC(=O)O)c3CCC(=O)O)c(CC(=O)O)c2CCC(=O)O)c1CC(=O)O,['Porphyrin metabolism'],['map00860'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
C01051,O=C(O)CCc1c2[nH]c(c1CC(=O)O)Cc1[nH]c(c(CC(=O)O)c1CCC(=O)O)Cc1[nH]c(c(CC(=O)O)c1CCC(=O)O)Cc1[nH]c(c(CCC(=O)O)c1CC(=O)O)C2,['Porphyrin metabolism'],['map00860'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
C01054,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C,"['Steroid biosynthesis', 'Biosynthesis of plant hormones']","['map00100', 'map01070']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
C01079,C=Cc1c2[nH]c(c1C)Cc1[nH]c(c(CCC(=O)O)c1C)Cc1[nH]c(c(C)c1CCC(=O)O)Cc1[nH]c(c(C)c1C=C)C2,['Porphyrin metabolism'],['map00860'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
C01091,CC[C@]12C=CCN3CC[C@@]4(c5ccc(OC)cc5N(C)[C@H]4[C@@](O)(C(=O)OC)[C@@H]1O)[C@@H]32,['Indole alkaloid biosynthesis'],['map00901'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
C01107,C[C@@](O)(CCOP(=O)(O)O)CC(=O)O,['Terpenoid backbone biosynthesis'],['map00900'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
C01123,C=C(C)[C@H]1CCC(C)=C[C@@H]1O,['Monoterpenoid biosynthesis'],['map00902'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C01126,CC(C)=CCC/C(C)=C/CC/C(C)=C/CO,['Terpenoid backbone biosynthesis'],['map00900'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
C01143,C[C@@](O)(CCOP(=O)(O)OP(=O)(O)O)CC(=O)O,['Terpenoid backbone biosynthesis'],['map00900'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
C01155,O=c1c(OS(=O)(=O)O)c(-c2ccc(O)c(OS(=O)(=O)O)c2)oc2cc(O)cc(O)c12,['Flavone and flavonol biosynthesis'],['map00944'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C01156,O=c1c(OS(=O)(=O)O)c(-c2ccc(OS(=O)(=O)O)c(O)c2)oc2cc(O)cc(O)c12,['Flavone and flavonol biosynthesis'],['map00944'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C01158,O=C(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c1cc(O)c(O)c(O)c1,['Biosynthesis of phenylpropanoids'],['map01061'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C01164,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,['Steroid biosynthesis'],['map00100'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
C01175,COc1cc(/C=C/C(=O)O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc(OC)c1O,['Phenylpropanoid biosynthesis'],['map00940'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C01179,O=C(O)C(=O)Cc1ccc(O)cc1,"['Isoquinoline alkaloid biosynthesis', 'Biosynthesis of alkaloids derived from shikimate pathway']","['map00950', 'map01063']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C01189,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,['Steroid biosynthesis'],['map00100'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
C01197,O=C(O)/C=C/c1ccc(O)c(O)c1,"['Phenylpropanoid biosynthesis', 'Biosynthesis of phenylpropanoids']","['map00940', 'map01061']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C01230,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O,['Terpenoid backbone biosynthesis'],['map00900'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
C01234,NC1(C(=O)O)CC1,['Biosynthesis of plant hormones'],['map01070'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C01263,Oc1ccc2c(c1)OC[C@@]1(O)c3ccc(O)cc3O[C@@H]21,['Isoflavonoid biosynthesis'],['map00943'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
C01265,COc1cc(O)c2c(=O)c(OC)c(-c3ccc(O)c(O)c3)oc2c1,['Flavone and flavonol biosynthesis'],['map00944'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C01378,O=C1c2ccc(O)cc2O[C@H](c2ccc(O)c(O)c2)[C@H]1O,['Flavonoid biosynthesis'],['map00941'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
C01414,C/C1=C\CC/C(C)=C/C2C(CC/C(C)=C/CC1)C2(C)C,['Diterpenoid biosynthesis'],['map00904'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
C01416,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,"['Tropane, piperidine and pyridine alkaloid biosynthesis', 'Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid']","['map00960', 'map01064']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
C01424,O=C(O)c1cc(O)c(O)c(O)c1,['Biosynthesis of phenylpropanoids'],['map01061'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C01433,COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2[C@@H](C)[C@@H](O)C[C@H]12,['Monoterpenoid biosynthesis'],['map00902'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C01451,OCc1ccccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,['Biosynthesis of phenylpropanoids'],['map01061'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C01456,O=C(O)C(CO)c1ccccc1,"['Tropane, piperidine and pyridine alkaloid biosynthesis', 'Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid']","['map00960', 'map01064']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
C01460,O=c1cc(-c2ccc(O)cc2)oc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc(O)c12,"['Flavonoid biosynthesis', 'Flavone and flavonol biosynthesis']","['map00941', 'map00944']",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
C01470,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1,['Flavone and flavonol biosynthesis'],['map00944'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C01479,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,"['Tropane, piperidine and pyridine alkaloid biosynthesis']",['map00960'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
C01494,COc1cc(/C=C/C(=O)O)ccc1O,"['Phenylpropanoid biosynthesis', 'Biosynthesis of phenylpropanoids']","['map00940', 'map01061']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C01500,CC(C)=CCC/C(C)=C/CO,['Monoterpenoid biosynthesis'],['map00902'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C01512,C[C@@H]1[C@H]2[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)OC=C(C(=O)O)[C@H]2C[C@@H]1O,['Monoterpenoid biosynthesis'],['map00902'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C01513,C/C(=C\CNc1ncnc2c1ncn2C[C@@H](N)C(=O)O)CO,['Zeatin biosynthesis'],['map00908'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C01514,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,"['Flavonoid biosynthesis', 'Flavone and flavonol biosynthesis']","['map00941', 'map00944']",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
C01516,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,"['Isoquinoline alkaloid biosynthesis', 'Biosynthesis of alkaloids derived from shikimate pathway']","['map00950', 'map01063']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C01527,COc1cc2ccc(=O)oc2cc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,['Biosynthesis of phenylpropanoids'],['map01061'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C01533,COc1cc(/C=C/CO)cc(OC)c1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,['Phenylpropanoid biosynthesis'],['map00940'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C01557,COc1c2ccoc2cc2oc(=O)ccc12,['Biosynthesis of phenylpropanoids'],['map01061'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C01561,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12,['Steroid biosynthesis'],['map00100'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
C01562,COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1O,['Isoflavonoid biosynthesis'],['map00943'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
C01575,CN[C@@H](C)[C@H](O)c1ccccc1,['Biosynthesis of alkaloids derived from shikimate pathway'],['map01063'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C01604,O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,['Flavonoid biosynthesis'],['map00941'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
C01617,O=C1c2c(O)cc(O)cc2O[C@H](c2ccc(O)c(O)c2)[C@H]1O,"['Flavonoid biosynthesis', 'Biosynthesis of phenylpropanoids']","['map00941', 'map01061']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
C01626,CC[C@]12C=CCN3CC[C@@]4(c5ccc(OC)cc5N(C)[C@H]4[C@](O)(C(=O)OC)[C@@H]1OC(C)=O)[C@@H]32,"['Indole alkaloid biosynthesis', 'Biosynthesis of alkaloids derived from shikimate pathway']","['map00901', 'map01063']",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
C01672,NCCCCCN,"['Tropane, piperidine and pyridine alkaloid biosynthesis', 'Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid']","['map00960', 'map01064']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
C01673,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,['Steroid biosynthesis'],['map00100'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
C01694,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,['Steroid biosynthesis'],['map00100'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
C01699,C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@@]12C=C[C@H](O)[C@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O,['Diterpenoid biosynthesis'],['map00904'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
C01701,CC1(C)C=Cc2c(ccc3c2OC[C@@]2(O)c4ccc(O)cc4O[C@@H]32)O1,['Isoflavonoid biosynthesis'],['map00943'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
C01709,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O,['Flavonoid biosynthesis'],['map00941'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
C01714,O=c1cc(-c2ccc(O)cc2)oc2cc(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c12,['Flavone and flavonol biosynthesis'],['map00944'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C01724,CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3,['Steroid biosynthesis'],['map00100'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
C01735,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)C=C[C@H]3[C@H]1C5,['Isoquinoline alkaloid biosynthesis'],['map00950'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C01750,C[C@@H]1O[C@@H](Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@H](O)[C@H]1O,['Flavone and flavonol biosynthesis'],['map00944'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C01752,COc1cc2ccc(=O)oc2cc1O,['Biosynthesis of phenylpropanoids'],['map01061'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C01753,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,['Steroid biosynthesis'],['map00100'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
C01761,C/C=C1/[C@H]2C[C@H]3C4=Nc5ccccc5[C@]45C[C@@H](C2[C@H]5OC(C)=O)N3[C@@H]1O,['Indole alkaloid biosynthesis'],['map00901'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
C01762,O=c1[nH]c(=O)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2[nH]1,"['Caffeine metabolism', 'Biosynthesis of alkaloids derived from histidine and purine']","['map00232', 'map01065']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C01765,CC1(C)C2CCC1(C)[C@@H](O)C2,['Monoterpenoid biosynthesis'],['map00902'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C01767,C=C(C)[C@@H]1CC=C(C)C(=O)C1,['Monoterpenoid biosynthesis'],['map00902'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C01795,COc1cc2c(cc1O)-c1cc3ccc(OC)c(OC)c3c[n+]1CC2,"['Isoquinoline alkaloid biosynthesis', 'Biosynthesis of alkaloids derived from shikimate pathway']","['map00950', 'map01063']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C01802,CC(C)=CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,['Steroid biosynthesis'],['map00100'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
C01804,CC(C)=CCNc1ncn(CCC(N)C(=O)O)c2ncnc1-2,['Zeatin biosynthesis'],['map00908'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C01851,CN1[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1C1OC12,"['Tropane, piperidine and pyridine alkaloid biosynthesis', 'Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid']","['map00960', 'map01064']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
C01897,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,['Biosynthesis of alkaloids derived from shikimate pathway'],['map01063'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C01902,CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C,"['Steroid biosynthesis', 'Biosynthesis of plant hormones']","['map00100', 'map01070']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
C01943,C=C(CC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)[C@@H](C)[C@@H]1CC3)C(C)C,['Steroid biosynthesis'],['map00100'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
C01957,C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)O)[C@H]1CC=O,['Monoterpenoid biosynthesis'],['map00902'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C02029,C[C@H](CO)CCNc1ncnc2[nH]cnc12,['Zeatin biosynthesis'],['map00908'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C02034,C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@]1(C=O)CCC[C@@](C)(C(=O)O)C1[C@@H]3C(=O)O,['Diterpenoid biosynthesis'],['map00904'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
C02035,C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@@]12CCC[C@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O,['Diterpenoid biosynthesis'],['map00904'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
C02046,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)[C@H](CO)c1ccccc1)C2,"['Tropane, piperidine and pyridine alkaloid biosynthesis', 'Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid']","['map00960', 'map01064']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
C02066,CN1C2CCC1CC(O)C2,"['Tropane, piperidine and pyridine alkaloid biosynthesis']",['map00960'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
C02074,C/C=C1/[C@H]2C[C@H]3C4=Nc5ccccc5[C@]45C[C@@H](C2[C@H]5OC(C)=O)N3[C@@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,['Indole alkaloid biosynthesis'],['map00901'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
C02094,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)CCC1,"['Carotenoid biosynthesis', 'Biosynthesis of plant hormones']","['map00906', 'map01070']",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C02105,COc1ccc(C[C@H]2c3cc(O)c(OC)cc3CCN2C)cc1O,"['Isoquinoline alkaloid biosynthesis', 'Biosynthesis of alkaloids derived from shikimate pathway']","['map00950', 'map01063']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C02106,COc1cc2c(cc1O)[C@@H]1Cc3ccc(OC)c(O)c3CN1CC2,"['Isoquinoline alkaloid biosynthesis', 'Biosynthesis of alkaloids derived from shikimate pathway']","['map00950', 'map01063']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C02134,COc1ccc2c(c1OC)CN(C)CCc1cc3c(cc1C(=O)C2)OCO3,['Isoquinoline alkaloid biosynthesis'],['map00950'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C02139,C=Cc1c(C)c2n3c1/C=C1\N=C(/C=c4/c(C)c5c(n4[Mg]3)=C(C3=N/C(=C\2)[C@@H](C)[C@@H]3CCC(=O)O)[C@@H](C(=O)OC)C5=O)C(CC)=C1C,['Porphyrin metabolism'],['map00860'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
C02141,C=C(CC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4[C@H](C)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C)C(C)C,['Steroid biosynthesis'],['map00100'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
C02151,C/C=C1/CN2CCc3c([nH]c4ccccc34)[C@@H]2C[C@@H]1/C(=C/O)C(=O)OC,['Indole alkaloid biosynthesis'],['map00901'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
C02162,COc1c2ccoc2c(OC)c2oc(=O)ccc12,['Biosynthesis of phenylpropanoids'],['map01061'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C02191,C=CC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(=O)O)C(CCC(=O)O)=C4C)c(C)c3C=C,['Porphyrin metabolism'],['map00860'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
C02321,*C/C=C(/C)C*,['Terpenoid backbone biosynthesis'],['map00900'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
