Pathway,Pathway Name,Metabolite,SMILES,inchikey,inchikey_wo_last
map00100,Steroid biosynthesis,C05443,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,QYSXJUFSXHHAJI-YRZJJWOYSA-N,QYSXJUFSXHHAJI-YRZJJWOYSA-
map00100,Steroid biosynthesis,C07712,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CC[C@@H](O)C(C)(C)O)CC[C@@H]12,FCKJYANJHNLEEP-XRWYNYHCSA-N,FCKJYANJHNLEEP-XRWYNYHCSA-
map00100,Steroid biosynthesis,C08813,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,OILXMJHPFNGGTO-ZAUYPBDWSA-N,OILXMJHPFNGGTO-ZAUYPBDWSA-
map00100,Steroid biosynthesis,C08821,C/C=C(/CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,OSELKOCHBMDKEJ-WGMIZEQOSA-N,OSELKOCHBMDKEJ-WGMIZEQOSA-
map00100,Steroid biosynthesis,C08830,C=C(CC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C)C(C)C,BDHQMRXFDYJGII-UEBIAWITSA-N,BDHQMRXFDYJGII-UEBIAWITSA-
map00100,Steroid biosynthesis,C11455,CC(C)=CCC[C@@H](C)[C@H]1CC=C2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3,LFQXEZVYNCBVDO-PBJLWWPKSA-N,LFQXEZVYNCBVDO-PBJLWWPKSA-
map00100,Steroid biosynthesis,C11508,C=C(CC[C@@H](C)[C@H]1CC=C2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)[C@@H](C)[C@@H]1CC3)C(C)C,HLAWVOWADPNAGN-BAHZUFOISA-N,HLAWVOWADPNAGN-BAHZUFOISA-
map00100,Steroid biosynthesis,C11522,C=C(CC[C@@H](C)[C@H]1CCC2C3=CC[C@H]4[C@H](C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,RSMKYRDCCSNYFM-MUPJWBSFSA-N,RSMKYRDCCSNYFM-MUPJWBSFSA-
map00100,Steroid biosynthesis,C11523,C/C=C(/CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4[C@H](C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,LPZCCMIISIBREI-JXMPMKKESA-N,LPZCCMIISIBREI-JXMPMKKESA-
map00100,Steroid biosynthesis,C15776,C=C(CC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)[C@@H](C)[C@@H]1CC3)C(C)C,QLDNWJOJCDIMKK-XLFBYWHPSA-N,QLDNWJOJCDIMKK-XLFBYWHPSA-
map00100,Steroid biosynthesis,C15777,C=C(CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,BTCAEOLDEYPGGE-JVAZTMFWSA-N,BTCAEOLDEYPGGE-JVAZTMFWSA-
map00100,Steroid biosynthesis,C15780,C=C(CC[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,ZEPNVCGPJXYABB-LOIOQLKMSA-N,ZEPNVCGPJXYABB-LOIOQLKMSA-
map00100,Steroid biosynthesis,C15781,C=C(CC[C@@H](C)[C@H]1CC[C@H]2C3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,INDVLXYUCBVVKW-AVUINAHISA-N,INDVLXYUCBVVKW-AVUINAHISA-
map00100,Steroid biosynthesis,C15782,C/C=C(/CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,MCWVPSBQQXUCTB-OQTIOYDCSA-N,MCWVPSBQQXUCTB-OQTIOYDCSA-
map00100,Steroid biosynthesis,C15783,C/C=C(/CC[C@@H](C)C1CCC2C3=CC=C4C[C@@H](O)CC[C@]4(C)C3CC[C@@]21C)C(C)C,XPRWWANUPMYKMF-UUHDPGOWSA-N,XPRWWANUPMYKMF-UUHDPGOWSA-
map00100,Steroid biosynthesis,C15808,CC(C)=CCC[C@@H](C)C1CCC2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)[C@@](C)(C(=O)O)[C@@H]1CC3,MYWAIWDQTCHPTH-YCIQJMEESA-N,MYWAIWDQTCHPTH-YCIQJMEESA-
map00100,Steroid biosynthesis,C15816,CC(C)=CCC[C@@H](C)C1CCC2C3=C(CC[C@@]21C)[C@@]1(C)CCC(=O)C(C)[C@@H]1CC3,DBPZYKHQDWKORQ-PHTXCTJVSA-N,DBPZYKHQDWKORQ-PHTXCTJVSA-
map00100,Steroid biosynthesis,C15915,CC(C)CCC[C@@H](C)[C@H]1CCC2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3,FYHRVINOXYETMN-HFPXORMNSA-N,FYHRVINOXYETMN-HFPXORMNSA-
map00100,Steroid biosynthesis,C18231,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CC[C@@H](O)C(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,WFZKUWGUJVKMHC-UKBUZQLGSA-N,WFZKUWGUJVKMHC-UKBUZQLGSA-
map00100,Steroid biosynthesis,C21106,CC(C)[C@@H](C)CC[C@@H](C)[C@H]1CC[C@H]2C3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,SGNBVLSWZMBQTH-UUANRBEWSA-N,SGNBVLSWZMBQTH-UUANRBEWSA-
map00100,Steroid biosynthesis,C22112,CC(C)=CCC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)[C@@H](C(=O)O)[C@@H]1CC3,JHIWIFRQJXLNEU-GSQAGGHASA-N,JHIWIFRQJXLNEU-GSQAGGHASA-
map00100,Steroid biosynthesis,C22116,C=C(CC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4[C@](C)(C(=O)O)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C)C(C)C,RLRGKMMFFVWPHT-NUYPAGBLSA-N,RLRGKMMFFVWPHT-NUYPAGBLSA-
map00100,Steroid biosynthesis,C22119,C=C(CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4[C@H](C(=O)O)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,URESBFJPXATWDO-QFCGGAEGSA-N,URESBFJPXATWDO-QFCGGAEGSA-
map00100,Steroid biosynthesis,C22120,C/C=C(/CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4[C@H](C(=O)O)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,PLFNGFVQAIAQFS-HHZIVNGQSA-N,PLFNGFVQAIAQFS-HHZIVNGQSA-
map00100,Steroid biosynthesis,C22121,C=C(CC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4[C@H](C)C(=O)CC[C@@]45C[C@@]35CC[C@]12C)C(C)C,NFRXSIOHGADFRG-MEMZBLDGSA-N,NFRXSIOHGADFRG-MEMZBLDGSA-
map00100,Steroid biosynthesis,C22122,C=C(CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,XFPWUGLDJACLNZ-GZTYTQPTSA-N,XFPWUGLDJACLNZ-GZTYTQPTSA-
map00100,Steroid biosynthesis,C22123,C/C=C(/CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,XHRPJMCAEXVFFM-KADTVRCUSA-N,XHRPJMCAEXVFFM-KADTVRCUSA-
map00100,Steroid biosynthesis,C22136,CC(C)=CCC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CCC(=O)C[C@@H]1CC3,AUNLIRXIJAVBNM-ZSBATXSLSA-N,AUNLIRXIJAVBNM-ZSBATXSLSA-
map00220,Arginine biosynthesis,C00011,O=C=O,CURLTUGMZLYLDI-UHFFFAOYSA-N,CURLTUGMZLYLDI-UHFFFAOYSA-
map00220,Arginine biosynthesis,C00014,N,QGZKDVFQNNGYKY-UHFFFAOYSA-N,QGZKDVFQNNGYKY-UHFFFAOYSA-
map00220,Arginine biosynthesis,C00025,N[C@@H](CCC(=O)O)C(=O)O,WHUUTDBJXJRKMK-VKHMYHEASA-N,WHUUTDBJXJRKMK-VKHMYHEASA-
map00220,Arginine biosynthesis,C00026,O=C(O)CCC(=O)C(=O)O,KPGXRSRHYNQIFN-UHFFFAOYSA-N,KPGXRSRHYNQIFN-UHFFFAOYSA-
map00220,Arginine biosynthesis,C00049,N[C@@H](CC(=O)O)C(=O)O,CKLJMWTZIZZHCS-REOHCLBHSA-N,CKLJMWTZIZZHCS-REOHCLBHSA-
map00220,Arginine biosynthesis,C00062,N=C(N)NCCC[C@H](N)C(=O)O,ODKSFYDXXFIFQN-BYPYZUCNSA-N,ODKSFYDXXFIFQN-BYPYZUCNSA-
map00220,Arginine biosynthesis,C00064,NC(=O)CC[C@H](N)C(=O)O,ZDXPYRJPNDTMRX-VKHMYHEASA-N,ZDXPYRJPNDTMRX-VKHMYHEASA-
map00220,Arginine biosynthesis,C00077,NCCC[C@H](N)C(=O)O,AHLPHDHHMVZTML-BYPYZUCNSA-N,AHLPHDHHMVZTML-BYPYZUCNSA-
map00220,Arginine biosynthesis,C00086,NC(N)=O,XSQUKJJJFZCRTK-UHFFFAOYSA-N,XSQUKJJJFZCRTK-UHFFFAOYSA-
map00220,Arginine biosynthesis,C00122,O=C(O)/C=C/C(=O)O,VZCYOOQTPOCHFL-OWOJBTEDSA-N,VZCYOOQTPOCHFL-OWOJBTEDSA-
map00220,Arginine biosynthesis,C00169,NC(=O)OP(=O)(O)O,FFQKYPRQEYGKAF-UHFFFAOYSA-N,FFQKYPRQEYGKAF-UHFFFAOYSA-
map00220,Arginine biosynthesis,C00288,O=C([O-])O,BVKZGUZCCUSVTD-UHFFFAOYSA-M,BVKZGUZCCUSVTD-UHFFFAOYSA-
map00220,Arginine biosynthesis,C00327,NC(=O)NCCC[C@H](N)C(=O)O,RHGKLRLOHDJJDR-BYPYZUCNSA-N,RHGKLRLOHDJJDR-BYPYZUCNSA-
map00220,Arginine biosynthesis,C00437,CC(=O)N[C@@H](CCCN)C(=O)O,JRLGPAXAGHMNOL-LURJTMIESA-N,JRLGPAXAGHMNOL-LURJTMIESA-
map00220,Arginine biosynthesis,C00624,CC(=O)N[C@@H](CCC(=O)O)C(=O)O,RFMMMVDNIPUKGG-YFKPBYRVSA-N,RFMMMVDNIPUKGG-YFKPBYRVSA-
map00220,Arginine biosynthesis,C01010,NC(=O)NC(=O)O,AVWRKZWQTYIKIY-UHFFFAOYSA-N,AVWRKZWQTYIKIY-UHFFFAOYSA-
map00220,Arginine biosynthesis,C01250,CC(=O)N[C@@H](CCC=O)C(=O)O,BCPSFKBPHHBDAI-LURJTMIESA-N,BCPSFKBPHHBDAI-LURJTMIESA-
map00220,Arginine biosynthesis,C03406,N=C(NCCC[C@H](N)C(=O)O)N[C@@H](CC(=O)O)C(=O)O,KDZOASGQNOPSCU-WDSKDSINSA-N,KDZOASGQNOPSCU-WDSKDSINSA-
map00220,Arginine biosynthesis,C04133,CC(=O)N[C@@H](CCC(=O)OP(=O)(O)O)C(=O)O,FCVIHFVSXHOPSW-YFKPBYRVSA-N,FCVIHFVSXHOPSW-YFKPBYRVSA-
map00220,Arginine biosynthesis,C15532,CC(=O)N[C@@H](CCCNC(N)=O)C(=O)O,WMQMIOYQXNRROC-LURJTMIESA-N,WMQMIOYQXNRROC-LURJTMIESA-
map00220,Arginine biosynthesis,C20948,*N[C@@H](CCC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O,,
map00220,Arginine biosynthesis,C20949,*N[C@@H](CCC(=O)N[C@@H](CCC(=O)OP(=O)(O)O)C(=O)O)C(=O)O,,
map00220,Arginine biosynthesis,C20950,*N[C@@H](CCC(=O)N[C@@H](CCC=O)C(=O)O)C(=O)O,,
map00220,Arginine biosynthesis,C20951,*N[C@@H](CCC(=O)N[C@@H](CCCN)C(=O)O)C(=O)O,,
map00230,Purine metabolism,C00002,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,ZKHQWZAMYRWXGA-KQYNXXCUSA-N,ZKHQWZAMYRWXGA-KQYNXXCUSA-
map00230,Purine metabolism,C00008,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,XTWYTFMLZFPYCI-KQYNXXCUSA-N,XTWYTFMLZFPYCI-KQYNXXCUSA-
map00230,Purine metabolism,C00011,O=C=O,CURLTUGMZLYLDI-UHFFFAOYSA-N,CURLTUGMZLYLDI-UHFFFAOYSA-
map00230,Purine metabolism,C00014,N,QGZKDVFQNNGYKY-UHFFFAOYSA-N,QGZKDVFQNNGYKY-UHFFFAOYSA-
map00230,Purine metabolism,C00020,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,UDMBCSSLTHHNCD-KQYNXXCUSA-N,UDMBCSSLTHHNCD-KQYNXXCUSA-
map00230,Purine metabolism,C00035,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,QGWNDRXFNXRZMB-UUOKFMHZSA-N,QGWNDRXFNXRZMB-UUOKFMHZSA-
map00230,Purine metabolism,C00037,NCC(=O)O,DHMQDGOQFOQNFH-UHFFFAOYSA-N,DHMQDGOQFOQNFH-UHFFFAOYSA-
map00230,Purine metabolism,C00039,*[C@H]1C[C@H](OP(=O)(O)OC[C@H]2O[C@@H](*)C[C@@H]2OP(=O)(O)OC[C@H]2O[C@@H](*)C[C@@H]2O)[C@@H](CO)O1,,
map00230,Purine metabolism,C00044,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,XKMLYUALXHKNFT-UUOKFMHZSA-N,XKMLYUALXHKNFT-UUOKFMHZSA-
map00230,Purine metabolism,C00046,*[C@@H]1O[C@H](COP(=O)(O)O[C@H]2[C@@H](O)[C@H](*)O[C@@H]2COP(=O)(O)O[C@H]2[C@@H](O)[C@H](*)O[C@@H]2COP(=O)(O)O)[C@@H](O)[C@H]1O,,
map00230,Purine metabolism,C00048,O=CC(=O)O,HHLFWLYXYJOTON-UHFFFAOYSA-N,HHLFWLYXYJOTON-UHFFFAOYSA-
map00230,Purine metabolism,C00053,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OS(=O)(=O)O)[C@@H](OP(=O)(O)O)[C@H]1O,GACDQMDRPRGCTN-KQYNXXCUSA-N,GACDQMDRPRGCTN-KQYNXXCUSA-
map00230,Purine metabolism,C00054,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O,WHTCPDAXWFLDIH-KQYNXXCUSA-N,WHTCPDAXWFLDIH-KQYNXXCUSA-
map00230,Purine metabolism,C00059,O=S(=O)(O)O,QAOWNCQODCNURD-UHFFFAOYSA-N,QAOWNCQODCNURD-UHFFFAOYSA-
map00230,Purine metabolism,C00064,NC(=O)CC[C@H](N)C(=O)O,ZDXPYRJPNDTMRX-VKHMYHEASA-N,ZDXPYRJPNDTMRX-VKHMYHEASA-
map00230,Purine metabolism,C00081,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,HAEJPQIATWHALX-KQYNXXCUSA-N,HAEJPQIATWHALX-KQYNXXCUSA-
map00230,Purine metabolism,C00086,NC(N)=O,XSQUKJJJFZCRTK-UHFFFAOYSA-N,XSQUKJJJFZCRTK-UHFFFAOYSA-
map00230,Purine metabolism,C00104,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,JPXZQMKKFWMMGK-KQYNXXCUSA-N,JPXZQMKKFWMMGK-KQYNXXCUSA-
map00230,Purine metabolism,C00117,O=P(O)(O)OC[C@H]1OC(O)[C@H](O)[C@@H]1O,KTVPXOYAKDPRHY-SOOFDHNKSA-N,KTVPXOYAKDPRHY-SOOFDHNKSA-
map00230,Purine metabolism,C00119,O=P(O)(O)OC[C@H]1O[C@H](OP(=O)(O)OP(=O)(O)O)[C@H](O)[C@@H]1O,PQGCEDQWHSBAJP-TXICZTDVSA-N,PQGCEDQWHSBAJP-TXICZTDVSA-
map00230,Purine metabolism,C00130,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,GRSZFWQUAKGDAV-KQYNXXCUSA-N,GRSZFWQUAKGDAV-KQYNXXCUSA-
map00230,Purine metabolism,C00131,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1,SUYVUBYJARFZHO-RRKCRQDMSA-N,SUYVUBYJARFZHO-RRKCRQDMSA-
map00230,Purine metabolism,C00144,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,RQFCJASXJCIDSX-UUOKFMHZSA-N,RQFCJASXJCIDSX-UUOKFMHZSA-
map00230,Purine metabolism,C00147,Nc1ncnc2[nH]cnc12,GFFGJBXGBJISGV-UHFFFAOYSA-N,GFFGJBXGBJISGV-UHFFFAOYSA-
map00230,Purine metabolism,C00169,NC(=O)OP(=O)(O)O,FFQKYPRQEYGKAF-UHFFFAOYSA-N,FFQKYPRQEYGKAF-UHFFFAOYSA-
map00230,Purine metabolism,C00206,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O)O1,DAEAPNUQQAICNR-RRKCRQDMSA-N,DAEAPNUQQAICNR-RRKCRQDMSA-
map00230,Purine metabolism,C00209,O=C(O)C(=O)O,MUBZPKHOEPUJKR-UHFFFAOYSA-N,MUBZPKHOEPUJKR-UHFFFAOYSA-
map00230,Purine metabolism,C00212,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,OIRDTQYFTABQOQ-KQYNXXCUSA-N,OIRDTQYFTABQOQ-KQYNXXCUSA-
map00230,Purine metabolism,C00224,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OS(=O)(=O)O)[C@@H](O)[C@H]1O,IRLPACMLTUPBCL-KQYNXXCUSA-N,IRLPACMLTUPBCL-KQYNXXCUSA-
map00230,Purine metabolism,C00242,Nc1nc2[nH]cnc2c(=O)[nH]1,UYTPUPDQBNUYGX-UHFFFAOYSA-N,UYTPUPDQBNUYGX-UHFFFAOYSA-
map00230,Purine metabolism,C00262,O=c1[nH]cnc2[nH]cnc12,FDGQSTZJBFJUBT-UHFFFAOYSA-N,FDGQSTZJBFJUBT-UHFFFAOYSA-
map00230,Purine metabolism,C00286,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1,HAAZLUGHYHWQIW-KVQBGUIXSA-N,HAAZLUGHYHWQIW-KVQBGUIXSA-
map00230,Purine metabolism,C00288,O=C([O-])O,BVKZGUZCCUSVTD-UHFFFAOYSA-M,BVKZGUZCCUSVTD-UHFFFAOYSA-
map00230,Purine metabolism,C00294,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,UGQMRVRMYYASKQ-KQYNXXCUSA-N,UGQMRVRMYYASKQ-KQYNXXCUSA-
map00230,Purine metabolism,C00301,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O,SRNWOUGRCWSEMX-KEOHHSTQSA-N,SRNWOUGRCWSEMX-KEOHHSTQSA-
map00230,Purine metabolism,C00330,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1,YKBGVTZYEHREMT-KVQBGUIXSA-N,YKBGVTZYEHREMT-KVQBGUIXSA-
map00230,Purine metabolism,C00360,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)O)O1,KHWCHTKSEGGWEX-RRKCRQDMSA-N,KHWCHTKSEGGWEX-RRKCRQDMSA-
map00230,Purine metabolism,C00361,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1,CIKGWCTVFSRMJU-KVQBGUIXSA-N,CIKGWCTVFSRMJU-KVQBGUIXSA-
map00230,Purine metabolism,C00362,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)[nH]1,LTFMZDNNPPEQNG-KVQBGUIXSA-N,LTFMZDNNPPEQNG-KVQBGUIXSA-
map00230,Purine metabolism,C00366,O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1,LEHOTFFKMJEONL-UHFFFAOYSA-N,LEHOTFFKMJEONL-UHFFFAOYSA-
map00230,Purine metabolism,C00385,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,LRFVTYWOQMYALW-UHFFFAOYSA-N,LRFVTYWOQMYALW-UHFFFAOYSA-
map00230,Purine metabolism,C00387,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,NYHBQMYGNKIUIF-UUOKFMHZSA-N,NYHBQMYGNKIUIF-UUOKFMHZSA-
map00230,Purine metabolism,C00499,NC(=O)NC(NC(N)=O)C(=O)O,NUCLJNSWZCHRKL-UHFFFAOYSA-N,NUCLJNSWZCHRKL-UHFFFAOYSA-
map00230,Purine metabolism,C00559,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,OLXZPDWKRNYJJZ-RRKCRQDMSA-N,OLXZPDWKRNYJJZ-RRKCRQDMSA-
map00230,Purine metabolism,C00575,Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2COP(=O)(O)O[C@H]2[C@H]1O,IVOMOUWHDPKRLL-KQYNXXCUSA-N,IVOMOUWHDPKRLL-KQYNXXCUSA-
map00230,Purine metabolism,C00603,NC(=O)N[C@@H](O)C(=O)O,NWZYYCVIOKVTII-SFOWXEAESA-N,NWZYYCVIOKVTII-SFOWXEAESA-
map00230,Purine metabolism,C00620,O=P(O)(O)O[C@H]1O[C@H](CO)[C@@H](O)[C@H]1O,YXJDFQJKERBOBM-TXICZTDVSA-N,YXJDFQJKERBOBM-TXICZTDVSA-
map00230,Purine metabolism,C00655,O=c1[nH]c(=O)c2ncn([C@@H]3O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]3O)c2[nH]1,DCTLYFZHFGENCW-UUOKFMHZSA-N,DCTLYFZHFGENCW-UUOKFMHZSA-
map00230,Purine metabolism,C00700,O=c1[nH]c(=O)c2ncn([C@@H]3O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]3O)c2[nH]1,CAEFEWVYEZABLA-UUOKFMHZSA-N,CAEFEWVYEZABLA-UUOKFMHZSA-
map00230,Purine metabolism,C00802,NC(=O)NC(=O)C(=O)O,UWBHMRBRLOJJAA-UHFFFAOYSA-N,UWBHMRBRLOJJAA-UHFFFAOYSA-
map00230,Purine metabolism,C00942,Nc1nc2c(ncn2[C@@H]2O[C@@H]3COP(=O)(O)O[C@H]3[C@H]2O)c(=O)[nH]1,ZOOGRGPOEVQQDX-UUOKFMHZSA-N,ZOOGRGPOEVQQDX-UUOKFMHZSA-
map00230,Purine metabolism,C01228,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](OP(=O)(O)OP(=O)(O)O)[C@H]2O)c(=O)[nH]1,BUFLLCUFNHESEH-UUOKFMHZSA-N,BUFLLCUFNHESEH-UUOKFMHZSA-
map00230,Purine metabolism,C01260,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O,YOAHKNVSNCMZGQ-XPWFQUROSA-N,YOAHKNVSNCMZGQ-XPWFQUROSA-
map00230,Purine metabolism,C01261,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(=O)[nH]c(N)nc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1,OLGWXCQXRSSQPO-MHARETSRSA-N,OLGWXCQXRSSQPO-MHARETSRSA-
map00230,Purine metabolism,C01344,O=c1[nH]cnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O)O1,BKUSIKGSPSFQAC-RRKCRQDMSA-N,BKUSIKGSPSFQAC-RRKCRQDMSA-
map00230,Purine metabolism,C01345,O=c1[nH]cnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1,UFJPAQSLHAGEBL-RRKCRQDMSA-N,UFJPAQSLHAGEBL-RRKCRQDMSA-
map00230,Purine metabolism,C01367,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](OP(=O)(O)O)[C@H]1O,LNQVTSROQXJCDD-KQYNXXCUSA-N,LNQVTSROQXJCDD-KQYNXXCUSA-
map00230,Purine metabolism,C01444,NC(=O)C(=O)O,SOWBFZRMHSNYGE-UHFFFAOYSA-N,SOWBFZRMHSNYGE-UHFFFAOYSA-
map00230,Purine metabolism,C01762,O=c1[nH]c(=O)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2[nH]1,UBORTCNDUKBEOP-UUOKFMHZSA-N,UBORTCNDUKBEOP-UUOKFMHZSA-
map00230,Purine metabolism,C02091,NC(=O)N[C@H](N)C(=O)O,VTFWFHCECSOPSX-SFOWXEAESA-N,VTFWFHCECSOPSX-SFOWXEAESA-
map00230,Purine metabolism,C02348,NC(=O)N[C@@H]1NC(=O)NC1=O,POJWUDADGALRAB-PVQJCKRUSA-N,POJWUDADGALRAB-PVQJCKRUSA-
map00230,Purine metabolism,C02350,NC(=O)N[C@H]1NC(=O)NC1=O,POJWUDADGALRAB-SFOWXEAESA-N,POJWUDADGALRAB-SFOWXEAESA-
map00230,Purine metabolism,C02353,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@H]2OP(=O)(O)O[C@H]21,KMYWVDDIPVNLME-KQYNXXCUSA-N,KMYWVDDIPVNLME-KQYNXXCUSA-
