Pathway,Pathway Name,Metabolite,SMILES
map00230,Purine metabolism,C00294,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
map00230,Purine metabolism,C00301,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O
map00230,Purine metabolism,C00330,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1
map00230,Purine metabolism,C00360,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)O)O1
map00230,Purine metabolism,C00361,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1
map00230,Purine metabolism,C00362,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)[nH]1
map00230,Purine metabolism,C00366,O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1
map00230,Purine metabolism,C00385,O=c1[nH]c(=O)c2[nH]cnc2[nH]1
map00230,Purine metabolism,C00387,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1
map00230,Purine metabolism,C00499,NC(=O)NC(NC(N)=O)C(=O)O
map00230,Purine metabolism,C00559,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1
map00230,Purine metabolism,C00575,Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2COP(=O)(O)O[C@H]2[C@H]1O
map00230,Purine metabolism,C00603,NC(=O)N[C@@H](O)C(=O)O
map00230,Purine metabolism,C00620,O=P(O)(O)O[C@H]1O[C@H](CO)[C@@H](O)[C@H]1O
map00230,Purine metabolism,C00655,O=c1[nH]c(=O)c2ncn([C@@H]3O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]3O)c2[nH]1
map00230,Purine metabolism,C00700,O=c1[nH]c(=O)c2ncn([C@@H]3O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]3O)c2[nH]1
map00230,Purine metabolism,C00802,NC(=O)NC(=O)C(=O)O
map00230,Purine metabolism,C00942,Nc1nc2c(ncn2[C@@H]2O[C@@H]3COP(=O)(O)O[C@H]3[C@H]2O)c(=O)[nH]1
map00230,Purine metabolism,C01228,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](OP(=O)(O)OP(=O)(O)O)[C@H]2O)c(=O)[nH]1
map00230,Purine metabolism,C01260,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O
map00230,Purine metabolism,C01261,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(=O)[nH]c(N)nc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1
map00230,Purine metabolism,C01344,O=c1[nH]cnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O)O1
map00230,Purine metabolism,C01345,O=c1[nH]cnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1
map00230,Purine metabolism,C01367,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](OP(=O)(O)O)[C@H]1O
map00230,Purine metabolism,C01444,NC(=O)C(=O)O
map00230,Purine metabolism,C01762,O=c1[nH]c(=O)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2[nH]1
map00230,Purine metabolism,C02091,NC(=O)N[C@H](N)C(=O)O
map00230,Purine metabolism,C02348,NC(=O)N[C@@H]1NC(=O)NC1=O
map00230,Purine metabolism,C02350,NC(=O)N[C@H]1NC(=O)NC1=O
map00230,Purine metabolism,C02353,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@H]2OP(=O)(O)O[C@H]21
map00230,Purine metabolism,C02718,N=CNCC(=O)O
map00230,Purine metabolism,C03090,N[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
map00230,Purine metabolism,C03373,Nc1cncn1[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
map00230,Purine metabolism,C03483,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O
map00230,Purine metabolism,C03614,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O
map00230,Purine metabolism,C03794,O=C(O)C[C@H](Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O)C(=O)O
map00230,Purine metabolism,C03838,NCC(=O)N[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
map00230,Purine metabolism,C04051,NC(=O)c1nc[nH]c1N
map00230,Purine metabolism,C04376,O=CNCC(=O)N[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
map00230,Purine metabolism,C04392,O=c1[nH]c(=O)c2ncn([C@@H]3O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]4O[C@@H](n5cnc6c(=O)[nH]c(=O)[nH]c65)[C@H](O)[C@@H]4O)[C@@H](O)[C@H]3O)c2[nH]1
map00230,Purine metabolism,C04494,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](OP(=O)(O)OP(=O)(O)O)[C@H]2O)c(=O)[nH]1
map00230,Purine metabolism,C04640,N=C(CNC=O)N[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
map00230,Purine metabolism,C04677,NC(=O)c1ncn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c1N
map00230,Purine metabolism,C04734,NC(=O)c1ncn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c1NC=O
map00230,Purine metabolism,C04751,Nc1c(C(=O)O)ncn1[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
map00230,Purine metabolism,C04823,Nc1c(C(=O)N[C@@H](CC(=O)O)C(=O)O)ncn1[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
map00230,Purine metabolism,C05239,Nc1cnc[nH]1
map00230,Purine metabolism,C05512,O=c1[nH]cnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1
map00230,Purine metabolism,C05513,O=c1[nH]c2c(=O)[nH]c(=O)n([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2[nH]1
map00230,Purine metabolism,C05515,NC(=O)Nc1[nH]cnc1C(=O)O
map00230,Purine metabolism,C05516,Nc1[nH]cnc1C(=O)O
map00230,Purine metabolism,C05993,CC(=O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
map00230,Purine metabolism,C06193,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](OP(=O)(O)O)[C@H]2O)c(=O)[nH]1
map00230,Purine metabolism,C06194,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@H]3OP(=O)(O)O[C@H]32)c(=O)[nH]1
map00230,Purine metabolism,C06195,O=C1CNC=N1
map00230,Purine metabolism,C06196,O=c1[nH]cnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)O)O1
map00230,Purine metabolism,C06197,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O
map00230,Purine metabolism,C06433,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OC(=O)c2ccccc2)[C@@H](O)[C@H]1O
map00230,Purine metabolism,C06435,CCCC(=O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O
map00230,Purine metabolism,C11821,O=C1N=C2N=C(O)NC2(O)C(=O)N1
map00230,Purine metabolism,C12248,NC(=O)NC1=NC(=O)NC1(O)C(=O)O
map00230,Purine metabolism,C15667,O=C(O)Nc1cncn1[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
map00230,Purine metabolism,C22395,Nc1nc(N[C@@H](CC(=O)O)C(=O)O)c2ncn([C@H]3C[C@H](O)[C@@H](COP(=O)(O)O)O3)c2n1
map00230,Purine metabolism,C22441,Nc1nc(N)c2ncn([C@H]3C[C@H](O)[C@@H](COP(=O)(O)O)O3)c2n1
map00230,Purine metabolism,C22442,Nc1nc(N)c2ncn([C@H]3C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O)O3)c2n1
map00230,Purine metabolism,C22443,Nc1nc(N)c2ncn([C@H]3C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O3)c2n1
map00230,Purine metabolism,C22499,Nc1ncnc2[nH]c(=O)[nH]c12
map00230,Purine metabolism,C22500,Nc1nc(=O)[nH]c2[nH]c(=O)[nH]c12
map00232,Caffeine metabolism,C00048,O=CC(=O)O
map00232,Caffeine metabolism,C00385,O=c1[nH]c(=O)c2[nH]cnc2[nH]1
map00232,Caffeine metabolism,C01762,O=c1[nH]c(=O)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2[nH]1
map00232,Caffeine metabolism,C07130,Cn1c(=O)c2[nH]cnc2n(C)c1=O
map00232,Caffeine metabolism,C07480,Cn1cnc2c1c(=O)[nH]c(=O)n2C
map00232,Caffeine metabolism,C07481,Cn1c(=O)c2c(ncn2C)n(C)c1=O
map00232,Caffeine metabolism,C13747,Cn1c(=O)[nH]c2ncn(C)c2c1=O
map00232,Caffeine metabolism,C16352,C[n+]1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2[nH]c(=O)[nH]c(=O)c21
map00232,Caffeine metabolism,C16353,Cn1cnc2[nH]c(=O)[nH]c(=O)c21
map00232,Caffeine metabolism,C16355,Cn1c(=O)[nH]c2[nH]c(=O)[nH]c(=O)c21
map00232,Caffeine metabolism,C16356,Cn1c(=O)[nH]c2[nH]c(=O)n(C)c2c1=O
map00232,Caffeine metabolism,C16357,Cn1c(=O)[nH]c(=O)c2[nH]cnc21
map00232,Caffeine metabolism,C16358,Cn1c(=O)[nH]c2nc[nH]c2c1=O
map00232,Caffeine metabolism,C16359,Cn1c(=O)[nH]c2[nH]c(=O)[nH]c2c1=O
map00232,Caffeine metabolism,C16360,Cn1c(=O)[nH]c(=O)c2c1[nH]c(=O)n2C
map00232,Caffeine metabolism,C16361,Cn1c(=O)c2c([nH]c(=O)n2C)n(C)c1=O
map00232,Caffeine metabolism,C16362,CNC(=O)N(C)C1NC(=O)N(C)C1=O
map00232,Caffeine metabolism,C16363,CNC(N)=O
map00232,Caffeine metabolism,C16364,CNC(=O)NC
map00232,Caffeine metabolism,C16365,CC(=O)Nc1c(NC=O)[nH]c(=O)n(C)c1=O
map00232,Caffeine metabolism,C16366,CC(=O)Nc1c(N)[nH]c(=O)n(C)c1=O
map00232,Caffeine metabolism,C21144,CN1C(=O)N(C)C2=NC(=O)N(C)C2(O)C1=O
map00500,Starch and sucrose metabolism,C00029,O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1
map00500,Starch and sucrose metabolism,C00031,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
map00500,Starch and sucrose metabolism,C00085,O=P(O)(O)OC[C@H]1OC(O)(CO)[C@@H](O)[C@@H]1O
map00500,Starch and sucrose metabolism,C00089,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
map00500,Starch and sucrose metabolism,C00092,O=P(O)(O)OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
map00500,Starch and sucrose metabolism,C00095,OC[C@H]1OC(O)(CO)[C@@H](O)[C@@H]1O
map00500,Starch and sucrose metabolism,C00103,O=P(O)(O)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
map00500,Starch and sucrose metabolism,C00185,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O
map00500,Starch and sucrose metabolism,C00208,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O
map00500,Starch and sucrose metabolism,C00252,OC[C@H]1O[C@H](OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
map00500,Starch and sucrose metabolism,C00369,*O[C@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](*)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O
map00500,Starch and sucrose metabolism,C00372,*OC[C@H]1O[C@H](OC[C@H]2OC(*)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
map00500,Starch and sucrose metabolism,C00394,Nc1nc2c(ncn2C2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1
map00500,Starch and sucrose metabolism,C00498,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H]1O
map00500,Starch and sucrose metabolism,C00501,Nc1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)n1
map00500,Starch and sucrose metabolism,C00663,O=P(O)(O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
map00500,Starch and sucrose metabolism,C00689,O=P(O)(O)OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
map00500,Starch and sucrose metabolism,C00718,*O[C@H]1O[C@H](CO)[C@@H](*)[C@H](O)[C@H]1O
map00500,Starch and sucrose metabolism,C00721,*O[C@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](*)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O
map00500,Starch and sucrose metabolism,C00760,*O[C@@H]1O[C@H](CO)[C@@H](*)[C@H](O)[C@H]1O
map00500,Starch and sucrose metabolism,C00963,*O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
map00500,Starch and sucrose metabolism,C00965,*O[C@H]1[C@H](O)[C@@H](CO)OC(*)[C@@H]1O
map00500,Starch and sucrose metabolism,C00973,OC[C@H]1O[C@@H]2O[C@H]3[C@H](O)[C@@H](O)[C@@H](O[C@H]4[C@H](O)[C@@H](O)[C@@H](O[C@H]5[C@H](O)[C@@H](O)[C@@H](O[C@H]1[C@H](O)[C@H]2O)O[C@@H]5CO)O[C@@H]4CO)O[C@@H]3CO
map00500,Starch and sucrose metabolism,C01083,OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
map00500,Starch and sucrose metabolism,C01231,O=P(O)(O)OC[C@H]1O[C@H](OP(=O)(O)O)[C@H](O)[C@@H](O)[C@@H]1O
map00500,Starch and sucrose metabolism,C01725,OC[C@H]1O[C@@](CO)(OC[C@H]2O[C@](O)(CO)[C@@H](O)[C@@H]2O)[C@@H](O)[C@@H]1O
map00500,Starch and sucrose metabolism,C01898,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O
map00500,Starch and sucrose metabolism,C01935,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O
map00500,Starch and sucrose metabolism,C02591,O=P(O)(O)OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
map00500,Starch and sucrose metabolism,C02995,O=P(O)(O)OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O
map00500,Starch and sucrose metabolism,C03323,*C[C@@]1(OC[C@@]2(O*)O[C@H](CO)[C@@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O
map00500,Starch and sucrose metabolism,C04534,O=P(O)(O)OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O
map00500,Starch and sucrose metabolism,C05731,O=C1[C@@H](O)[C@@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)O[C@H](CO)[C@H]1O
map00500,Starch and sucrose metabolism,C06215,OC[C@H]1O[C@@](CO)(OC[C@H]2O[C@@](CO)(OC[C@H]3O[C@](O)(CO)[C@@H](O)[C@@H]3O)[C@@H](O)[C@@H]2O)[C@@H](O)[C@@H]1O
map00500,Starch and sucrose metabolism,C06400,OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
map00500,Starch and sucrose metabolism,C16688,O=P(O)(O)OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
map00500,Starch and sucrose metabolism,C20237,O=P(O)(O)O[C@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O
map00520,Amino sugar and nucleotide sugar metabolism,C00029,O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1
map00520,Amino sugar and nucleotide sugar metabolism,C00031,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
map00520,Amino sugar and nucleotide sugar metabolism,C00043,CC(=O)N[C@H]1[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O
map00520,Amino sugar and nucleotide sugar metabolism,C00052,O=c1ccn(C2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1
map00520,Amino sugar and nucleotide sugar metabolism,C00085,O=P(O)(O)OC[C@H]1OC(O)(CO)[C@@H](O)[C@@H]1O
map00520,Amino sugar and nucleotide sugar metabolism,C00095,OC[C@H]1OC(O)(CO)[C@@H](O)[C@@H]1O
map00520,Amino sugar and nucleotide sugar metabolism,C00096,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1
map00520,Amino sugar and nucleotide sugar metabolism,C00103,O=P(O)(O)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
map00520,Amino sugar and nucleotide sugar metabolism,C00128,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)O[C@](OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(N)nc3=O)[C@H](O)[C@@H]2O)(C(=O)O)C[C@@H]1O
map00520,Amino sugar and nucleotide sugar metabolism,C00140,CC(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O
map00520,Amino sugar and nucleotide sugar metabolism,C00159,OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O
map00520,Amino sugar and nucleotide sugar metabolism,C00167,O=C(O)[C@H]1O[C@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
map00520,Amino sugar and nucleotide sugar metabolism,C00181,OC1OC[C@@H](O)[C@H](O)[C@H]1O
map00520,Amino sugar and nucleotide sugar metabolism,C00190,O=c1ccn(C2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3OC[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1
map00520,Amino sugar and nucleotide sugar metabolism,C00191,O=C(O)[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
map00520,Amino sugar and nucleotide sugar metabolism,C00203,CC(=O)N[C@H]1[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2OC(n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@H](O)[C@@H]1O
map00520,Amino sugar and nucleotide sugar metabolism,C00216,OC1OC[C@@H](O)[C@@H](O)[C@@H]1O
map00520,Amino sugar and nucleotide sugar metabolism,C00259,OC1OC[C@H](O)[C@H](O)[C@H]1O
map00520,Amino sugar and nucleotide sugar metabolism,C00267,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O
map00520,Amino sugar and nucleotide sugar metabolism,C00270,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(O)(C(=O)O)C[C@@H]1O
map00520,Amino sugar and nucleotide sugar metabolism,C00275,O=P(O)(O)OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O
map00520,Amino sugar and nucleotide sugar metabolism,C00325,C[C@@H]1O[C@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H](O)[C@@H]1O
map00520,Amino sugar and nucleotide sugar metabolism,C00329,N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O
map00520,Amino sugar and nucleotide sugar metabolism,C00333,O=C(O)[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O
map00520,Amino sugar and nucleotide sugar metabolism,C00352,N[C@H]1C(O)O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O
map00520,Amino sugar and nucleotide sugar metabolism,C00357,CC(=O)N[C@H]1C(O)O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O
map00520,Amino sugar and nucleotide sugar metabolism,C00394,Nc1nc2c(ncn2C2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1
map00520,Amino sugar and nucleotide sugar metabolism,C00446,O=P(O)(O)O[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
map00520,Amino sugar and nucleotide sugar metabolism,C00461,*O[C@H]1[C@H](O)[C@@H](NC(C)=O)[C@H](*)O[C@@H]1CO
map00520,Amino sugar and nucleotide sugar metabolism,C00498,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H]1O
map00520,Amino sugar and nucleotide sugar metabolism,C00501,Nc1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)n1
map00520,Amino sugar and nucleotide sugar metabolism,C00617,O=C(O)[C@H]1O[C@H](OP(=O)(O)OP(=O)(O)OC[C@H]2OC(n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O
map00520,Amino sugar and nucleotide sugar metabolism,C00636,O=P(O)(O)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O
map00520,Amino sugar and nucleotide sugar metabolism,C00645,CC(=O)N[C@@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O
map00520,Amino sugar and nucleotide sugar metabolism,C00668,O=P(O)(O)OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O
map00520,Amino sugar and nucleotide sugar metabolism,C00714,*O[C@H]1O[C@H](C(=O)O)[C@H](O[C@H]2O[C@H](C(=O)OC)[C@H](O[C@H]3O[C@H](C(=O)O)[C@H](O[C@H]4O[C@H](C(=O)OC)[C@H](*)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O
map00520,Amino sugar and nucleotide sugar metabolism,C00734,N[C@@H]1[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)[C@H](O)[C@H]2N)[C@@H](CO)O[C@H]1O
map00520,Amino sugar and nucleotide sugar metabolism,C00935,O=c1ccn(C2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3OC[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1
map00520,Amino sugar and nucleotide sugar metabolism,C00976,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1
map00520,Amino sugar and nucleotide sugar metabolism,C00984,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O
map00520,Amino sugar and nucleotide sugar metabolism,C00996,
map00520,Amino sugar and nucleotide sugar metabolism,C00999,
map00520,Amino sugar and nucleotide sugar metabolism,C01019,C[C@@H]1OC(O)[C@@H](O)[C@H](O)[C@@H]1O
map00520,Amino sugar and nucleotide sugar metabolism,C01050,CC(=O)N[C@H]1[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@H](C)C(=O)O
map00520,Amino sugar and nucleotide sugar metabolism,C01132,CC(=O)N[C@H]1C(O)O[C@H](CO)[C@H](O)[C@@H]1O
map00520,Amino sugar and nucleotide sugar metabolism,C01170,CC(=O)N[C@@H]1[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O
