Pathway ID,Type,Pathway Name,Metabolite,Name,SMILES
PWY-6029,FLAVONOID-SYN,"2,3-<i>trans</i>-flavanols biosynthesis",LEUCOPELARGONIDIN-CMPD,"(2<i>R</i>,3<i>S</i>,4<i>S</i>)-leucopelargonidin",C3(\C(\[C@H]1(OC2(\C(/[C@@H]([C@@H]1O)O)=C(/C=C(/C=2)/O)\O)))=C/C=C(\C=3)/O)
PWY-6029,FLAVONOID-SYN,"2,3-<i>trans</i>-flavanols biosynthesis",CPD-1961,(+)-catechin,C3(/C=C(C(/O)=C\C(\[C@H]1(OC2(\C(/C[C@@H]1O)=C(/C=C(/C=2)/O)\O)))=3)/O)
PWY-6029,FLAVONOID-SYN,"2,3-<i>trans</i>-flavanols biosynthesis",CPD-590,"(2<i>R</i>,3<i>S</i>,4<i>S</i>)-leucocyanidin",C3(\C(\[C@H]1(OC2(\C=C(/C=C(C(\[C@@H]([C@@H]1O)O)=2)/O)\O)))=C/C(/O)=C(\C=3)/O)
PWY-6029,FLAVONOID-SYN,"2,3-<i>trans</i>-flavanols biosynthesis",CPD-10358,(+)-gallocatechin,C3(/C(/O)=C(C(/O)=C\C(\[C@H]1(OC2(\C(/C[C@H](O)1)=C(/C=C(/C=2)/O)\O)))=3)/O)
PWY-6029,FLAVONOID-SYN,"2,3-<i>trans</i>-flavanols biosynthesis",CPD-7088,"(2<i>R</i>,3<i>S</i>,4<i>S</i>)-leucodelphinidin",C3(/C(/[C@H]1(OC2(\C(/[C@@H]([C@@H]1O)O)=C(/C=C(/C=2)/O)\O)))=C\C(\O)=C(C(/O)=3)\O)
PWY-5038,Caffeine-Biosynthesis,caffeine biosynthesis II (via paraxanthine),1-7-DIMETHYLXANTHINE,paraxanthine,CN1(\C=N/C2(\NC(N(C(C/1=2)=O)C)=O))
PWY-5038,Caffeine-Biosynthesis,caffeine biosynthesis II (via paraxanthine),1-3-7-TRIMETHYLXANTHINE,caffeine,CN1(C2(C(=O)N(C(=O)N(C(\N=C/1)=2)C)C))
PWY-5038,Caffeine-Biosynthesis,caffeine biosynthesis II (via paraxanthine),7-METHYLXANTHINE,7-methylxanthine,CN1(\C=N/C2(\NC(=O)NC(=O)C/1=2))
PWY-5038,Caffeine-Biosynthesis,caffeine biosynthesis II (via paraxanthine),7-METHYLXANTHOSINE,7-methylxanthosine,C[N+]1(\C3(/C(=O)NC(=O)NC(\N(\C=1)[C@@H]2(O[C@H](CO)[C@@H](O)[C@@H](O)2))=3))
PWY-5038,Caffeine-Biosynthesis,caffeine biosynthesis II (via paraxanthine),XANTHOSINE,xanthosine,C(O)[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=N/C3(\C(=O)NC(=O)NC/2=3)))
PWY-2902,CYTOKININ-BIOSYNTHESIS,cytokinin-<i>O</i>-glucosides biosynthesis,CPD-4616,dihydrozeatin-9-<i>N</i>-glucoside,C[C@@H](CCNC1(\C2(\N=C/N(C(\N=C/N=1)=2)[C@@H]3([C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O))))CO
PWY-2902,CYTOKININ-BIOSYNTHESIS,cytokinin-<i>O</i>-glucosides biosynthesis,CPD-4621,dihydrozeatin-9-<i>N</i>-glucoside-<i>O</i>-glucoside,C[C@@H](CCNC1(\C2(\N=C/N(C(\N=C/N=1)=2)[C@@H]3([C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O))))CO[C@@H]4([C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)
PWY-2902,CYTOKININ-BIOSYNTHESIS,cytokinin-<i>O</i>-glucosides biosynthesis,CPD-4441,<i>cis</i>-zeatin,CC(\CO)=C\CNC1(\C2(\N=C/NC(/N=C\N=1)=2))
PWY-2902,CYTOKININ-BIOSYNTHESIS,cytokinin-<i>O</i>-glucosides biosynthesis,CPD-4620,<i>cis</i>-zeatin-<i>O</i>-glucoside,CC(\CO[C@H]1([C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O))=C\CNC2(\C3(\N=C/NC(/N=C\N=2)=3))
PWY-2902,CYTOKININ-BIOSYNTHESIS,cytokinin-<i>O</i>-glucosides biosynthesis,CPD-332,dihydrozeatin,C[C@H](CO)CCNC1(\C2(\N=C/NC(/N=C\N=1)=2))
PWY-2902,CYTOKININ-BIOSYNTHESIS,cytokinin-<i>O</i>-glucosides biosynthesis,CPD-4617,dihydrozeatin-<i>O</i>-glucoside,C[C@@H](CCNC1(\C2(\N=C/NC(/N=C\N=1)=2)))CO[C@@H]3([C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)
PWY-2902,CYTOKININ-BIOSYNTHESIS,cytokinin-<i>O</i>-glucosides biosynthesis,CPD-4210,<i>trans</i>-zeatin,CC(/CO)=C\CNC1(\C2(\N=C/NC(/N=C\N=1)=2))
PWY-2902,CYTOKININ-BIOSYNTHESIS,cytokinin-<i>O</i>-glucosides biosynthesis,CPD-4614,<i>trans</i>-zeatin-<i>O</i>-glucoside,CC(/CO[C@@H]1([C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O))=C\CNC2(\C3(\N=C/NC(/N=C\N=2)=3))
PWY-5390,FLAVONOL-SYN,rutin biosynthesis,CPD-520,quercetin,C3(/C=C(C(/O)=C\C(\C1(\OC2(/C=C(/C=C(C(\C(=O)C(/[O-])=1)=2)/O)/O)))=3)/O)
PWY-5390,FLAVONOL-SYN,rutin biosynthesis,CPD1F-437,quercetin-3-glucoside,C4(/C=C(C(/O)=C\C(\C2(\OC3(/C=C(/C=C(C(\C(=O)C(/O[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)1))=2)=3)/O)/[O-])))=4)/O)
PWY-5390,FLAVONOL-SYN,rutin biosynthesis,CPD-474,(+)-taxifolin,C3(/C=C(C(/O)=C\C(\[C@H]1(OC2(/C=C(/C=C(C(\C(=O)[C@H](O)1)=2)/O)/[O-])))=3)/O)
PWY-5390,FLAVONOL-SYN,rutin biosynthesis,RUTIN,rutin,C[C@H]1([C@H](O)[C@@H](O)[C@@H](O)[C@@H](O1)OC[C@@H]2([C@@H](O)[C@H](O)[C@@H](O)[C@@H](O2)OC4(\C(=O)C5(/C(/O)=C\C(\O)=C/C(/OC(\C3(/C=C(C(/O)=C\C=3)/O))=4)=5))))
PWY-5414,Resin-Acids-Biosynthesis,palustric acid biosynthesis,CPD-8697,palustradiene,CC(C2(\CCC3(/[C@@]1(C([C@@](CCC1)(C)C)CCC(/C=2)=3)C)))C
PWY-5414,Resin-Acids-Biosynthesis,palustric acid biosynthesis,CPD-8714,palustradienol,CC(C2(\CCC3(/[C@@]1(C([C@@](CCC1)(CO)C)CCC(/C=2)=3)C)))C
PWY-5414,Resin-Acids-Biosynthesis,palustric acid biosynthesis,CPD-8715,palustradiene-diol,CC(C2(\CCC3(/[C@@]1(C([C@@](CCC1)(C(O)O)C)CCC(/C=2)=3)C)))C
PWY-5414,Resin-Acids-Biosynthesis,palustric acid biosynthesis,CPD-8716,palustradienal,CC(C2(\CCC3(/[C@@]1(C([C@@](CCC1)(C=O)C)CCC(/C=2)=3)C)))C
PWY-5414,Resin-Acids-Biosynthesis,palustric acid biosynthesis,CPD-8717,palustric acid,CC(C2(\CCC3(/[C@@]1(C([C@@](CCC1)(C(=O)[O-])C)CCC(/C=2)=3)C)))C
PWY-5414,Resin-Acids-Biosynthesis,palustric acid biosynthesis,CPD-4750,(+)-copalyl diphosphate,CC(/CC[C@@H]1([C@]2(CCCC(C)(C)[C@H](CCC1=C)2)C))=C\COP([O-])(=O)OP([O-])([O-])=O
PWY-5414,Resin-Acids-Biosynthesis,palustric acid biosynthesis,GERANYLGERANYL-PP,geranylgeranyl diphosphate,CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/COP(=O)([O-])OP(=O)([O-])[O-]
PWY-7056,COUMARIN-SYN,daphnin interconversion,CPD-14427,daphnetin,C1(\C=C/C2(/C(/O1)=C(C(/O)=C\C=2)/O))(=O)
PWY-7056,COUMARIN-SYN,daphnin interconversion,DAPHNIN,daphnin,C2(\C=C(C(\O)=C1(C(/C=C\C(=O)O1)=2))\O[C@@H]3(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)3))
PWY-5160,ANTHOCYANIN-SYN,rose anthocyanin biosynthesis I (via cyanidin 5-<i>O</i>-&beta;-<i>D</i>-glucoside),CPD-7386,cyanidin 5-<i>O</i>-&beta;-D-glucoside,C(O)[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@@H](O1)OC3(\C4(/C=C(C(C2(\C=C(C(/O)=C\C=2)\O))=[O+]C(\C=C(/C=3)\[O-])=4)/[O-])))
PWY-5160,ANTHOCYANIN-SYN,rose anthocyanin biosynthesis I (via cyanidin 5-<i>O</i>-&beta;-<i>D</i>-glucoside),CPD-7138,"cyanidin 3,5-di-<i>O</i>-&beta;-D-glucoside",C(O)[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@@H](O1)OC3(\C4(/C=C(C(C2(\C=C(C(/O)=C\C=2)\O))=[O+]C(\C=C(/C=3)\[O-])=4)/O[C@H]5([C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O5))))
PWY-5160,ANTHOCYANIN-SYN,rose anthocyanin biosynthesis I (via cyanidin 5-<i>O</i>-&beta;-<i>D</i>-glucoside),CPD-591,cyanidin,C3(\C(\C1(C(/[O-])=C\C2(\C(\[O+]=1)=C/C(/O)=C\C(\[O-])=2)))=C/C(/O)=C(\C=3)/O)
PWY-4562,CYCLITOLS,"lipid-dependent phytate biosynthesis II (via Ins(1,3,4)P<sub>3</sub>)",CPD-505,"D-<i>myo</i>-inositol (1,3,4,6)-tetrakisphosphate",[C@@H]1(O)([C@@H](OP([O-])(=O)[O-])[C@H](OP([O-])([O-])=O)[C@H](O)[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])1)
PWY-4562,CYCLITOLS,"lipid-dependent phytate biosynthesis II (via Ins(1,3,4)P<sub>3</sub>)",CPD-6661,"1D-<i>myo</i>-inositol (1,2,3,4,6)-penta<i>kis</i>phosphate",[C@@H]1(O)([C@@H](OP([O-])(=O)[O-])[C@H](OP([O-])([O-])=O)[C@H](OP([O-])([O-])=O)[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])1)
PWY-4562,CYCLITOLS,"lipid-dependent phytate biosynthesis II (via Ins(1,3,4)P<sub>3</sub>)",MI-HEXAKISPHOSPHATE,phytate,[C@@H]1(OP([O-])([O-])=O)([C@H](OP([O-])(=O)[O-])[C@@H](OP([O-])(=O)[O-])[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@@H](OP([O-])([O-])=O)1)
PWY-4562,CYCLITOLS,"lipid-dependent phytate biosynthesis II (via Ins(1,3,4)P<sub>3</sub>)",CPD-1107,"D-<i>myo</i>-inositol 1,3,4,5,6-pentakisphosphate",[C@@H]1(O)([C@@H](OP([O-])([O-])=O)[C@H](OP([O-])(=O)[O-])[C@@H](OP([O-])(=O)[O-])[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])1)
PWY-4562,CYCLITOLS,"lipid-dependent phytate biosynthesis II (via Ins(1,3,4)P<sub>3</sub>)",CPD-506,"D-<i>myo</i>-inositol (1,3,4,5)-tetrakisphosphate",[C@@H]1(O)([C@@H](OP([O-])(=O)[O-])[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@@H](O)[C@@H](OP([O-])([O-])=O)1)
PWY-4562,CYCLITOLS,"lipid-dependent phytate biosynthesis II (via Ins(1,3,4)P<sub>3</sub>)",INOSITOL-1-3-4-TRIPHOSPHATE,"D-<i>myo</i>-inositol (1,3,4)-trisphosphate",[C@H]1(O)([C@@H](O)[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@@H](O)[C@@H](OP([O-])([O-])=O)1)
PWY-6270,ISOPRENOIDS,isoprene biosynthesis I,CPD-4211,prenyl diphosphate,CC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]
PWY-6270,ISOPRENOIDS,isoprene biosynthesis I,CPD-9436,isoprene,C=CC(C)=C
PWY-5808,TERPENOPHENOLICS-SYN,hyperforin and adhyperforin biosynthesis,CPD-7109,4-prenylphlorisovalerophenone,CC(C)=CCC1(/C(/O)=C(C(/O)=C\C(\[O-])=1)/C(CC(C)C)=O)
PWY-5808,TERPENOPHENOLICS-SYN,hyperforin and adhyperforin biosynthesis,CPD-7105,deoxyhumulone,CC(C)=CCC1(/C(/[O-])=C(CC=C(C)C)\C(\O)=C(C(/O)=1)\C(CC(C)C)=O)
PWY-5808,TERPENOPHENOLICS-SYN,hyperforin and adhyperforin biosynthesis,3-METHYL-1-246-TRIHYDROXYPHENYLBUTAN,phlorisovalerophenone,CC(CC(C1(/C(/O)=C\C(\O)=C/C(/O)=1))=O)C
PWY-5808,TERPENOPHENOLICS-SYN,hyperforin and adhyperforin biosynthesis,CPD-14533,adhyperforin,CCC(C)C(=O)[C@@]12([C@]([C@H](C[C@](C(C(\CC=C(C)C)=C1/O)=O)(C(=O)2)CC=C(C)C)CC=C(C)C)(C)CCC=C(C)C)
PWY-5808,TERPENOPHENOLICS-SYN,hyperforin and adhyperforin biosynthesis,ISOVALERYL-COA,isovaleryl-CoA,CC(CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])C
PWY-5808,TERPENOPHENOLICS-SYN,hyperforin and adhyperforin biosynthesis,CPD-7107,deoxycohumulone,CC(C)=CCC1(/C(/[O-])=C(CC=C(C)C)\C(\O)=C(C(/O)=1)\C(C(C)C)=O)
PWY-5808,TERPENOPHENOLICS-SYN,hyperforin and adhyperforin biosynthesis,CPD-9635,hyperforin,CC(C)=CCC[C@@]1([C@H](C[C@@]2(C(C(\CC=C(C)C)=C([C@]1(C(=O)2)C(C(C)C)=O)/O)=O)CC=C(C)C)CC=C(C)C)C
PWY-5808,TERPENOPHENOLICS-SYN,hyperforin and adhyperforin biosynthesis,4-PRENYLPHLORISOBUTYROPHENONE,4-prenylphlorisobutyrophenone,CC(C)=CCC1(/C(/O)=C(C(/O)=C\C(\[O-])=1)/C(C(C)C)=O)
PWY-5808,TERPENOPHENOLICS-SYN,hyperforin and adhyperforin biosynthesis,CPD-7104,phlorisobutanophenone,CC(C(C1(/C(/O)=C\C(\O)=C/C(/O)=1))=O)C
PWY-5808,TERPENOPHENOLICS-SYN,hyperforin and adhyperforin biosynthesis,ISOBUTYRYL-COA,isobutanoyl-CoA,CC(C(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O)C
PWY-6668,Terpenoid-Biosynthesis,"(<i>E,E</i>)-4,8,12-trimethyltrideca-1,3,7,11-tetraene biosynthesis",CPD-8848,"(6E,10E)-geranyllinalool",C=CC(CC/C=C(C)/CC/C=C(C)/CCC=C(C)C)(C)O
PWY-6668,Terpenoid-Biosynthesis,"(<i>E,E</i>)-4,8,12-trimethyltrideca-1,3,7,11-tetraene biosynthesis",CPD-8846,"(3E,7E)-4,8,12-trimethyltrideca-1,3,7,11-tetraene",C=C/C=C(C)/CC/C=C(C)/CCC=C(C)C
PWY-6668,Terpenoid-Biosynthesis,"(<i>E,E</i>)-4,8,12-trimethyltrideca-1,3,7,11-tetraene biosynthesis",GERANYLGERANYL-PP,geranylgeranyl diphosphate,CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/COP(=O)([O-])OP(=O)([O-])[O-]
PWY-7163,FLAVONOL-SYN,polymethylated kaempferol biosynthesis,CPD-7252,kaempferide,COC3(\C=C/C(/C1(/OC2(\C(\C(=O)C(/[O-])=1)=C(/C=C(/C=2)/O)\O)))=C\C=3)
PWY-7163,FLAVONOL-SYN,polymethylated kaempferol biosynthesis,CPD-14952,"3,4'-dimethylkaempferol",COC3(\C=C/C(/C1(/OC2(\C(\C(=O)C(/OC)=1)=C(/C=C(/C=2)/O)\O)))=C\C=3)
PWY-7163,FLAVONOL-SYN,polymethylated kaempferol biosynthesis,CPD-14951,"7,4'-dimethylkaempferol",COC3(\C=C/C(/C1(/OC2(\C(\C(=O)C(/O)=1)=C(/C=C(/C=2)/OC)\O)))=C\C=3)
PWY-7163,FLAVONOL-SYN,polymethylated kaempferol biosynthesis,CPD1F-90,kaempferol,C3(/C=C(\C=C/C(/C1(/OC2(/C=C(/C=C(C(\C(C(/[O-])=1)=O)=2)/O)/O)))=3)/O)
PWY-7163,FLAVONOL-SYN,polymethylated kaempferol biosynthesis,CPD-14950,3-<i>O</i>-methylkaempferol,COC2(\C(=O)C3(/C(/OC(\C1(/C=C\C(\O)=C/C=1))=2)=C\C(\O)=C/C(/O)=3))
PWY-5701,QUINONE-SYN,shikonin biosynthesis,CPD-9321,deoxyshikonin,CC(C)=CCCC1(\C(C2(/C(/O)=C\C=C(C(\C(\C=1)=O)=2)\O))=O)
PWY-5701,QUINONE-SYN,shikonin biosynthesis,CPD-9322,shikonin,CC(C)=CCC(C1(\C(C2(/C(/O)=C\C=C(C(\C(\C=1)=O)=2)\O))=O))O
PWY-5701,QUINONE-SYN,shikonin biosynthesis,CPD-9320,3''-hydroxy-geranylhydroquinone,CC(C)=CCCC(\CO)=C\CC1(\C(\O)=C/C=C(\C=1)/O)
PWY-5701,QUINONE-SYN,shikonin biosynthesis,CPD-9319,geranylhydroquinone,CC(C)=CCCC(\C)=C/CC1(\C(\O)=C/C=C(\C=1)/O)
PWY-5701,QUINONE-SYN,shikonin biosynthesis,CPD-9318,3-geranyl-4-hydroxybenzoate,CC(C)=CCCC(\C)=C/CC1(\C(\O)=C/C=C(\C=1)/C(=O)[O-])
PWY-5701,QUINONE-SYN,shikonin biosynthesis,GERANYL-PP,geranyl diphosphate,CC(C)=CCCC(\C)=C/COP([O-])(OP(=O)([O-])[O-])=O
PWY-5701,QUINONE-SYN,shikonin biosynthesis,4-hydroxybenzoate,4-hydroxybenzoate,C(C1(\C=C/C(/O)=C\C=1))(=O)[O-]
PWY-5321,FLAVONOL-SYN,quercetin glycoside biosynthesis (Arabidopsis),CPD1F-437,quercetin-3-glucoside,C4(/C=C(C(/O)=C\C(\C2(\OC3(/C=C(/C=C(C(\C(=O)C(/O[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)1))=2)=3)/O)/[O-])))=4)/O)
PWY-5321,FLAVONOL-SYN,quercetin glycoside biosynthesis (Arabidopsis),CPD-14849,quercetin 3-<i>O</i>-&beta;-<i>D</i>-glucosyl-(1->2)-&beta;-<i>D</i>-glucoside,C(O)[C@H]1(O[C@H]([C@H](O)[C@@H](O)[C@H](O)1)O[C@@H]2([C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2OC4(\C(C5(/C(/O)=C\C(\O)=C/C(/OC(\C3(/C=C\C(\O)=C(/C=3)\O))=4)=5))=O)))
PWY-5321,FLAVONOL-SYN,quercetin glycoside biosynthesis (Arabidopsis),CPD-14820,quercetin-3-gentiobioside,C(O)[C@H]1(O[C@H]([C@H](O)C(O)[C@H](O)1)OC[C@H]2(O[C@H]([C@H](O)[C@@H](O)[C@H](O)2)OC4(\C(C5(/C(/O)=C\C(\O)=C/C(/OC(\C3(/C=C\C(\O)=C(/C=3)\O))=4)=5))=O)))
PWY-5321,FLAVONOL-SYN,quercetin glycoside biosynthesis (Arabidopsis),CPD-15024,quercetin 3-<i>O</i>-gentiobioside-7-<i>O</i>-rhamnoside,C[C@@H]6(O[C@H](OC4(\C=C(C5(\C(=O)C(/O[C@@H]1(O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO[C@H]2([C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)))=C(C3(\C=C/C(/O)=C(/C=3)/O))\OC(/C=4)=5))\O))[C@@H]([C@@H]([C@H]6O)O)O)
PWY-5321,FLAVONOL-SYN,quercetin glycoside biosynthesis (Arabidopsis),CPD-15021,quercetin 3-<i>O</i>-rhamnosyl(1->2)glucoside-7-<i>O</i>-rhamnoside,C[C@@H]6(O[C@H](OC4(\C=C(C5(\C(=O)C(/O[C@@H]1(O[C@@H]([C@H]([C@@H]([C@H]1O[C@@H]2([C@H]([C@@H]([C@H]([C@@H](O2)CO)O)O)O))O)O)CO))=C(C3(\C=C/C(/O)=C(/C=3)/O))\OC(/C=4)=5))\O))[C@@H]([C@@H]([C@H]6O)O)O)
PWY-5321,FLAVONOL-SYN,quercetin glycoside biosynthesis (Arabidopsis),CPD-5521,quercetin-3-<i>O</i>-glucoside-7-<i>O</i>-rhamnoside,CC5(OC(OC3(\C=C(C4(\C(=O)C(/OC1(OC(CO)C(O)C(O)C(O)1))=C(C2(\C=C(C(/O)=C\C=2)\O))\OC(/C=3)=4))\O))C(O)C(O)C(O)5)
PWY-5321,FLAVONOL-SYN,quercetin glycoside biosynthesis (Arabidopsis),CPD-8013,quercetin 3-<i>O</i>-rhamnoside,C[C@H]1([C@H](O)[C@@H](O)[C@@H](O)[C@H](O1)OC3(\C(=O)C4(/C(/O)=C\C(\[O-])=C/C(/OC(\C2(/C=C(C(/O)=C\C=2)/O))=3)=4)))
PWY-5321,FLAVONOL-SYN,quercetin glycoside biosynthesis (Arabidopsis),CPDQT-26,quercetin-3-rhamnoside-7-rhamnoside,C[C@@H]5(OC(OC3(\C=C(C4(\C(=O)C(/O[C@H]1(O[C@H]([C@@H]([C@H]([C@H]1O)O)O)C))=C(C2(\C=C/C(/O)=C(/C=2)/O))\OC(/C=3)=4))\[O-]))[C@@H]([C@@H]([C@H]5O)O)O)
PWY-5321,FLAVONOL-SYN,quercetin glycoside biosynthesis (Arabidopsis),CPD-8033,"quercetin 3,7-<i>O</i>-diglucoside",C([C@H]5(OC(OC4(\C=C3(C(\C(C(/OC1([C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O))=C(C2(\C=C(C(/O)=C\C=2)\O))\O3)=O)=C(/C=4)\O)))[C@@H]([C@H]([C@@H]5O)O)O))O
PWY-5321,FLAVONOL-SYN,quercetin glycoside biosynthesis (Arabidopsis),CPD-8011,quercetin 3-<i>O</i>-rhamnoside-7-<i>O</i>-glucoside,C[C@H]1([C@H](O)[C@@H](O)[C@@H](O)[C@H](O1)OC4(\C(=O)C5(/C(/O)=C\C(\OC2([C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O))=C/C(/OC(\C3(/C=C(C(/O)=C\C=3)/O))=4)=5)))
PWY-5321,FLAVONOL-SYN,quercetin glycoside biosynthesis (Arabidopsis),CPD-520,quercetin,C3(/C=C(C(/O)=C\C(\C1(\OC2(/C=C(/C=C(C(\C(=O)C(/[O-])=1)=2)/O)/O)))=3)/O)
PWY-5321,FLAVONOL-SYN,quercetin glycoside biosynthesis (Arabidopsis),CPD-8009,"quercetin 3,5-<i>O</i>-diglucoside",C(O)[C@@H]5(C(O)[C@H](O)C(O)C(OC4(/C=C(/C=C3(C(\C(C(/OC1(O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO))=C(C2(\C=C(C(/O)=C\C=2)\O))\O3)=O)=4))/O))O5)
PWY-5321,FLAVONOL-SYN,quercetin glycoside biosynthesis (Arabidopsis),CPD-8006,quercetin 7-O-glucoside,C([C@H]4(O[C@@H](OC2(\C=C(C3(\C(C(/[O-])=C(C1(\C=C(C(/O)=C\C=1)\O))\OC(/C=2)=3)=O))\O))[C@@H]([C@H]([C@@H]4O)O)O))O
PWY-5316,PYRROLIDINE-ALKALOIDS,nicotine biosynthesis,NICOTINATE_NUCLEOTIDE,&beta;-nicotinate D-ribonucleotide,C(OP([O-])(=O)[O-])[C@@H]1([C@@H](O)[C@@H](O)[C@@H](O1)[N+]2(\C=C/C=C(/C=2)/C(=O)[O-]))
PWY-5316,PYRROLIDINE-ALKALOIDS,nicotine biosynthesis,NIACINE,nicotinate,C1(\N=C/C(/C([O-])=O)=C\C=1)
PWY-5316,PYRROLIDINE-ALKALOIDS,nicotine biosynthesis,L-ASPARTATE,L-aspartate,C(C(=O)[O-])[C@H]([NH3+])C(=O)[O-]
PWY-5316,PYRROLIDINE-ALKALOIDS,nicotine biosynthesis,IMINOASPARTATE,2-iminosuccinate,C(=O)([O-])CC(C(=O)[O-])=N
PWY-5316,PYRROLIDINE-ALKALOIDS,nicotine biosynthesis,QUINOLINATE,quinolinate,C1(\N=C(C(/C([O-])=O)=C\C=1)\C([O-])=O)
PWY-5316,PYRROLIDINE-ALKALOIDS,nicotine biosynthesis,CPD-14076,"3,6-dihydronicotine",C[NH+]1([C@@H](CCC1)C2(\C=N/C\C=C/2))
PWY-5316,PYRROLIDINE-ALKALOIDS,nicotine biosynthesis,NICOTINE,(<i>S</i>)-nicotine,C1(CC[C@H]([NH+](C)1)C2(\C=N/C=C\C=2))
PWY-5316,PYRROLIDINE-ALKALOIDS,nicotine biosynthesis,CPD-7994,N-methyl-&Delta;<sup>1</sup>-pyrrolinium cation,C[N+]1(\CCC\C=1)
PWY-5316,PYRROLIDINE-ALKALOIDS,nicotine biosynthesis,CPD-14075,"1,2-dihydropyrimidine",C1(\[NH2+]C\C=C/C=1)
PWY-5316,PYRROLIDINE-ALKALOIDS,nicotine biosynthesis,CPD-14074,"3,6-dihydronicotinate",C1(\C/C=C(C\N=1)/C([O-])=O)
PWY-5316,PYRROLIDINE-ALKALOIDS,nicotine biosynthesis,CPD-2748,nornicotine,C1(CC[C@H]([NH2+]1)C2(\C=N/C=C\C=2))
PWY-4985,NON-PROTEIN-AMINO-ACID-SYN,mimosine biosynthesis,DIHYDROXYPIRIDIN-CPD,"3,4-dihydroxypyridin",C1(\N=C/C(/O)=C(\C=1)/O)
PWY-4985,NON-PROTEIN-AMINO-ACID-SYN,mimosine biosynthesis,AMINO-ETCETERA-PYRIDIN-1-YL-PROPANOATE,L-mimosine,C1(\N(/C=C(C(\C=1)=O)/[O-])C[C@H]([NH3+])C(=O)[O-])
PWY-5827,Terpenoid-Biosynthesis,heliocides biosynthesis,CPD-9750,hemigossypolone-6-methyl ether,CC(C1(/C2(/C(C(CC(C(/C(/C=O)=C(C(/OC)=1)/[O-])=2)=O)C)=O)))C
PWY-5827,Terpenoid-Biosynthesis,heliocides biosynthesis,CPD-9748,heliocide B4,CC(C)=CCC2(C1(C(C3(/C(\C(C)C)=C(C(\[O-])=C(C(\C(C1C\C=C(C)/2)=O)=3)\C=O)/OC))=O)(C))
PWY-5827,Terpenoid-Biosynthesis,heliocides biosynthesis,CPD-9745,heliocide B1,CC(C)=CCC1(C2(C(C3(/C(/C=O)=C(C(/OC)=C(C(C)C)\C(\C(C(C)(C\C=C(C)/1)2)=O)=3)/[O-]))=O))
PWY-5827,Terpenoid-Biosynthesis,heliocides biosynthesis,CPD-9747,heliocide B3,CC(C)=CCCC2(CC1(C(C3(/C(\C(C)C)=C(C(\[O-])=C(C(\C(C1CC=2)=O)=3)\C=O)/OC))=O)(C))
PWY-5827,Terpenoid-Biosynthesis,heliocides biosynthesis,CPD-9746,heliocide B2,CC(C)=CCCC1(CC2(C(C3(/C(/C=O)=C(C(/OC)=C(C(C)C)\C(\C(C(C)(CC=1)2)=O)=3)/[O-]))=O))
PWY-5827,Terpenoid-Biosynthesis,heliocides biosynthesis,CPD-9529,hemigossypol-6-methyl ether,CC(C1(/C2(\C=C(C)/C=C(C(\C(\C=O)=C(C(/OC)=1)\O)=2)/O)))C
