Name,SMILES,Metabolite,Type,ACYLSUGAR-BIOSYNTHESIS,ALKALOIDS-SYN,ANTHOCYANIN-SYN,APOCAROTENOID-SYN,AURONE-SYN,Abscisic-Acid-Biosynthesis,Aroma-Compound-Biosynthesis,Auxin-Biosynthesis,BETALAIN-ALKALOIDS,C40-Carotenoids-Biosynthesis,CINNAMATE-SYN,COUMARIN-SYN,CYANOGENIC-GLUCOSIDE-SYN,CYCLITOLS,CYTOKININ-BIOSYNTHESIS,Caffeine-Biosynthesis,Cyclitols-Biosynthesis,DITERPENOID-SYN,FATTY-ACID-DERIVATIVE-SYN,FLAVANONES-SYN,FLAVONE-SYN,FLAVONOID-SYN,FLAVONOL-SYN,GIBBERELLIN-SYN,GIBBERELLINS-BIOSYNTHESIS,GLUCOSINOLATE-SYN,INDOLE-PHYTOALEXIN-SYN,ISOFLAVONOID-PHYTOALEXINS,ISOFLAVONOID-SYN,ISOPRENOIDS,ISOQUINOLINE-ALKALOIDS,Jasmonates-Biosynthesis,LEUCOANTHOCYANIDIN-SYN,LIGNAN-SYN,LIGNIN-SYN,Lycopene-Biosynthesis,MEP-Pathways,MONOTERPENOID-SYN,N-CONTAINING-SECONDARY-CMPD-SYN,NON-PROTEIN-AMINO-ACID-SYN,PHENYLPROPANOID-SYN,PHYTOALEXIN-SYN,POLYKETIDE-SYN,PYRROLIDINE-ALKALOIDS,Phytate-Biosynthesis,Plant-Hormone-Biosynthesis,QUINOLINE-ALKALOIDS,QUINONE-SYN,Resin-Acids-Biosynthesis,Rosmarinate-Biosynthesis,Rotenoids-Biosynthesis,S-CONTAINING-SECONDARY-CMPD-SYN,SESQUITERPENE-LACTONE,SESQUITERPENOID-SYN,SUGAR-DERIVS,TERPENOID-ALKALOIDS,TERPENOID-PHYTOALEXINS,TERPENOPHENOLICS-SYN,TRITERPENOID-SYN,TROPANE-ALKALOIDS,Terpenoid-Biosynthesis,Toxin-Biosynthesis,XANTHONE-SYN,Yatein-Biosynthesis
&beta;-solanine,C[C@H]1(CC[C@H]6(N(C1)[C@H]7(C[C@H]5([C@@H]8(C\C=C4(C[C@@H](O[C@@H]3(O[C@H](CO)[C@H](O)[C@H](O[C@@H]2(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)2))[C@@H](O)3))CC[C@@](C)4[C@@H](CC[C@@](C)5[C@@H]([C@H](C)6)7)8)))))),CPD-9212,['ALKALOIDS-SYN'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
&beta;1-tomatine,C[C@H]9(CC[C@@]1(O[C@@H]8([C@H]([C@H](C)1)[C@]7(C)([C@H]([C@H]6([C@@H]([C@]5(C)([C@H](C[C@@H](O[C@@H]4(O[C@H](CO)[C@H](O[C@@H]3(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O[C@@H]2(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)2))3))[C@H](O)[C@@H](O)4))CC5)CC6))CC7))C8)))(NC9)),CPD-18639,['ALKALOIDS-SYN'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
&delta;-carotene,CC(C)=CCCC(\C)=C/C=C/C(\C)=C/C=C/C(\C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/[C@@H]1(C(C)(C)CC\C=C(C)/1),CPD1F-115,"['C40-Carotenoids-Biosynthesis', 'C40-Carotenoids-Biosynthesis', 'C40-Carotenoids-Biosynthesis']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
&delta;-guaiene,C=C([C@@H]1(CCC(/C)=C2(CC[C@@H](C(C1)2)C)))C,CPD-12888,['SESQUITERPENOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
&epsilon;-carotene,CC(/C=C/C=C(C)/C=C/[C@H]1(C(/C)=C/CCC(C)(C)1))=C\C=C\C=C(C)\C=C\C=C(C)\C=C\[C@@H]2(C(C)(C)CC\C=C(C)/2),CPD-7414,['C40-Carotenoids-Biosynthesis'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
&gamma;-L-glutamyl-(<i>S</i>)-2-carboxypropyl-L-cysteine,CC(C([O-])=O)CSC[C@@H](C([O-])=O)NC(=O)CC[C@H]([NH3+])C([O-])=O,CPD-17438,['S-CONTAINING-SECONDARY-CMPD-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
&gamma;-L-glutamyl-(<i>S</i>)-<i>trans</i>-1-propenyl-L-cysteine,C/C=C/SC[C@@H](C([O-])=O)NC(=O)CC[C@H]([NH3+])C([O-])=O,CPD-9317,['S-CONTAINING-SECONDARY-CMPD-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
&gamma;-L-glutamyl-(<i>S</i>)-methyl-L-cysteine,CSC[C@@H](C([O-])=O)NC(=O)CC[C@H]([NH3+])C([O-])=O,CPD-17447,['S-CONTAINING-SECONDARY-CMPD-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
&gamma;-L-glutamyl-[(<i>S</i>)-allyl]-L-cysteine,C=CCSC[C@@H](C([O-])=O)NC(=O)CC[C@H]([NH3+])C([O-])=O,CPD-17443,['S-CONTAINING-SECONDARY-CMPD-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
&gamma;-carotene,CC(C)=CCCC(\C)=C/C=C/C(\C)=C/C=C/C(\C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1(/C(C)(C)CCCC(/C)=1),CPD1F-126,['C40-Carotenoids-Biosynthesis'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
&gamma;-chaconine,C[C@@H]7(C[NH+]4([C@@H]([C@H]([C@@H]3([C@]2(CC[C@]5(C)([C@]1(CCC(CC/1=C\C[C@@H]([C@@H]2C[C@@H]34)5)O[C@@H]6(O[C@@H]([C@H]([C@@H]([C@H]6O)O)O)O))C))C))C)CC7)),CPD-9216,['ALKALOIDS-SYN'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
&gamma;-coniceine,CCCC1(CCCC[NH+]=1),CPD-9424,['ALKALOIDS-SYN'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
&gamma;-curcumene,CC(C)=CCC[C@@H](C)C1(\CCC(/C)=C/C=1),CPD-11393,['SESQUITERPENOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
&gamma;-humulene,CC1(/CCCC(/C=C/C(CC/C=1)=C)(C)C),CPD-8730,['SESQUITERPENOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
&gamma;-patchoulene,CC2(CCC13(C(C)(C)C(CC12)CCC3=C)),CPD-11415,['SESQUITERPENOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
&gamma;-solanine,C[C@H]1(CC[C@H]2([NH+](C1)[C@H]3(C[C@@H]4([C@@](C)([C@@H]([C@H](C)2)3)CC[C@H]5([C@H]4C\C=C6(CC(CC[C@](C)56)OC7(O[C@@H]([C@@H]([C@@H]([C@H]7O)O)O)CO))))))),CPD-9213,['ALKALOIDS-SYN'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
&gamma;-tomatine,C[C@H]8(CC[C@@]1(O[C@@H]7([C@H]([C@H](C)1)[C@]6(C)([C@H]([C@H]5([C@@H]([C@]4(C)([C@H](C[C@@H](O[C@@H]3(O[C@H](CO)[C@H](O[C@@H]2(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)2))[C@H](O)[C@@H](O)3))CC4)CC5))CC6))C7)))(NC8)),CPD-18640,['ALKALOIDS-SYN'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
&xi;-progoitrin,C=CC(O)CC(\S[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)1))=N\OS(=O)(=O)[O-],CPDQT-421,['GLUCOSINOLATE-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(+)-&alpha;-santalene,CC(C)=CCCC1(C)(C2(CC3(C(C)1C(C2)3))),CPD-11377,"['SESQUITERPENOID-SYN', 'SESQUITERPENOID-SYN']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
(+)-&delta;-cadinene,CC([C@@H]2(CCC(/C)=C1(CCC(/C)=C/[C@H]12)))C,CPD-1722,"['Terpenoid-Biosynthesis', 'SESQUITERPENOID-SYN']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
(+)-&delta;-selinene,CC(C1(\CC[C@]2(CCCC(/C)=C(/C=1)/2)C))C,CPD-8758,['SESQUITERPENOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
(+)-2-carene,CC2(\CC[C@H]1(C(C)(C)[C@H]1\C=2)),CPD-4901,['MONOTERPENOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(+)-3-carene,CC2(\C[C@@H]1(C(C)(C)[C@@H]1C\C=2)),CPD-8756,"['MONOTERPENOID-SYN', 'MONOTERPENOID-SYN']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(+)-5-<i>epi</i>-aristolochene,C=C([C@H]2(C[C@@]1([C@@H](CCCC/1=C\C2)C)C))C,CPD-4664,['TERPENOID-PHYTOALEXINS'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
(+)-5-deoxystrigol,CC1(\C(=O)O[C@H](\C=1)O/C=C2([C@@H]3([C@H](OC(=O)2)C4([C@@](C)(C)CCCC(C3)=4)))),CPD-14652,['Plant-Hormone-Biosynthesis'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(+)-6a-hydroxymaackiain,C2([C@@]1(C4(C(/O[C@@H]1C3(\C(\O2)=C/C(/O)=C\C=3))=C\C5(\OCOC(/C=4)=5)))(O)),CPD-3942,"['ISOFLAVONOID-SYN', 'ISOFLAVONOID-PHYTOALEXINS']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(+)-7-<i>epi</i>-jasmonate,CC\C=C/C[C@@H]1(C(=O)CC[C@@H]1CC([O-])=O),CPD-731,['FATTY-ACID-DERIVATIVE-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(+)-7-<i>epi</i>-jasmonoyl-CoA,CC\C=C/C[C@@H]1(C(=O)CC[C@@H]1CC(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]2([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O2)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-])=O),CPD-11529,['FATTY-ACID-DERIVATIVE-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"(+)-<i>cis,trans</i>-nepetalactol",C[C@H]1(CC[C@H]2([C@@H]1C(O)O\C=C(C)/2)),CPD-15030,['TERPENOID-ALKALOIDS'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
(+)-<i>cis</i>-abscisic aldehyde,CC(\C=C\[C@@]1(C(C)(C)CC(=O)\C=C(C)/1)O)=C\C=O,CPD-692,"['Abscisic-Acid-Biosynthesis', 'Abscisic-Acid-Biosynthesis']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(+)-<i>cis</i>-isopulegone,C=C([C@H]1(CC[C@H](CC1=O)C))C,CPD-4941,['MONOTERPENOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(+)-<i>trans</i>-abscisic aldehyde,CC(/C=C/[C@@]1(C(C)(C)CC(=O)\C=C(C)/1)O)=C\C=O,CPD-14385,['Abscisic-Acid-Biosynthesis'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(+)-<i>trans</i>-carveol,C=C([C@@H]1(C[C@H](C(/C)=C/C1)O))C,CPD-260,['MONOTERPENOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(+)-<i>trans</i>-isoalliin,C/C=C/S(=O)C[C@H]([NH3+])C([O-])=O,CPD-9307,['S-CONTAINING-SECONDARY-CMPD-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
(+)-afzelechin,C3(/C=C(\C=C/C(/[C@@H]1([C@@H](O)CC2(/C(/O1)=C\C(\O)=C/C(/O)=2)))=3)/O),CPD-1962,['FLAVONOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"(+)-amorpha-4,11-diene",C=C([C@H]1([C@H]2(\C=C(C)/CC[C@@H]([C@@H](CC1)C)2)))C,CPD-7554,['SESQUITERPENE-LACTONE'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
(+)-bornyl-diphosphate,CC2(C1(C)(CCC(CC(OP(OP([O-])([O-])=O)([O-])=O)1)2))C,+-bornyl-diphosphate,['MONOTERPENOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(+)-camphene,C=C1(C(C)(C)[C@H]2(C[C@H]1CC2)),CPD-8767,['MONOTERPENOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(+)-carvone,C=C([C@@H]1(CC(C(/C)=C/C1)=O))C,CPD-10037,['MONOTERPENOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(+)-catechin,C3(/C=C(C(/O)=C\C(\[C@H]1(OC2(\C(/C[C@@H]1O)=C(/C=C(/C=2)/O)\O)))=3)/O),CPD-1961,['FLAVONOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(+)-copalyl diphosphate,CC(/CC[C@@H]1([C@]2(CCCC(C)(C)[C@H](CCC1=C)2)C))=C\COP([O-])(=O)OP([O-])([O-])=O,CPD-4750,"['Resin-Acids-Biosynthesis', 'Resin-Acids-Biosynthesis', 'Resin-Acids-Biosynthesis', 'Resin-Acids-Biosynthesis', 'Resin-Acids-Biosynthesis', 'DITERPENOID-SYN', 'Resin-Acids-Biosynthesis']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"(+)-costunolide (12,6&alpha;)",CC1(/CC[C@H]2(C(C(=O)O[C@H](/C=C(C)/CC/C=1)2)=C)),CPD-9410,"['SESQUITERPENE-LACTONE', 'SESQUITERPENE-LACTONE', 'SESQUITERPENOID-SYN']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
(+)-dihydrokaempferol,C3(/C=C(\C=C/C(/[C@H]1(OC2(\C(\C([C@@H]1O)=O)=C(/C=C(/C=2)/O)\O)))=3)/O),DIHYDROKAEMPFEROL-CMPD,"['FLAVONOID-SYN', 'LEUCOANTHOCYANIDIN-SYN', 'FLAVONOL-SYN', 'LEUCOANTHOCYANIDIN-SYN', 'FLAVONOL-SYN', 'FLAVONOID-SYN']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(+)-dihydromyricetin,C3(/C(/[C@H]1(OC2(/C=C(/C=C(C(\C([C@@H]1O)=O)=2)/O)/[O-])))=C\C(\O)=C(C(/O)=3)\O),CPD-7087,"['FLAVONOL-SYN', 'LEUCOANTHOCYANIDIN-SYN', 'FLAVONOL-SYN']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(+)-gallocatechin,C3(/C(/O)=C(C(/O)=C\C(\[C@H]1(OC2(\C(/C[C@H](O)1)=C(/C=C(/C=2)/O)\O)))=3)/O),CPD-10358,['FLAVONOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(+)-germacrene A,C=C(C)[C@@H]1(CCC(\C)=C/CCC(\C)=C/C1),CPD-9006,"['SESQUITERPENOID-SYN', 'SESQUITERPENE-LACTONE', 'SESQUITERPENOID-SYN', 'SESQUITERPENOID-SYN']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
(+)-germacrene D,C[C@@H](C)C1(/C=C/C(CC/C=C(C)/CC1)=C),CPD-9370,['SESQUITERPENOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
(+)-heliannuol D,CC1(\C(\O)=C/C2([C@@H](CC[C@@H](OC(\C=1)=2)[C@](C)(O)C)C)),CPD-9879,['SESQUITERPENOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
(+)-heliannuol F,CC1(\C(\O)=C/C2([C@H](C)C(=O)C[C@H]([C@@](C)(O)C)OC(\C=1)=2)),CPD-9886,['SESQUITERPENOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
(+)-heliannuol K,CC1(\C(\O)=C/C2([C@H](C)CCC(=O)[C@@](C)(C)OC(\C=1)=2)),CPD-9888,['SESQUITERPENOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
(+)-isomenthol,CC([C@H]1(CC[C@H](C[C@@H]1O)C))C,CPD-4944,['MONOTERPENOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(+)-isomenthone,CC([C@H]1(CC[C@H](CC1=O)C))C,CPD-4943,['MONOTERPENOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"(+)-isopimara-7,15-diene",C=C[C@]1(C)(CC2(\[C@H](CC1)[C@@]3(C)(CCCC(C)(C)[C@H](C\C=2)3))),CPD-8699,['Resin-Acids-Biosynthesis'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
